,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Week Prediction Mean,Trend 7Week Prediction Mean 100k,Trend 7Week Prediction Q25,Trend 7Week Prediction Q25 100k,Trend 7Week Prediction Q75,Trend 7Week Prediction Q75 100k,Trend 7Week Prediction Q5,Trend 7Week Prediction Q5 100k,Trend 7Week Prediction Q95,Trend 7Week Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2020-09-28,1.1759993,0.8992745279101655,0,0.0,2,1.5293793778484692,0,0.0,4,3.0587587556969384,1.6479205,1.2601478374563158,0,0.0,2,1.5293793778484692,0,0.0,5,3.823448444621173,,,,,,,,,,,1.0,,False,False,False
2020-09-29,1.5810268,1.2089948540960904,0,0.0,2,1.5293793778484692,0,0.0,5,3.823448444621173,1.7374251,1.3285910426930059,0,0.0,3,2.2940690667727037,0,0.0,5,3.823448444621173,,,,,,,,,,,0.0,,False,False,False
2020-09-30,2.0174732,1.54274093802087,0,0.0,3,2.2940690667727037,0,0.0,6,4.5881381335454074,1.8339571,1.4024080883245915,0,0.0,3,2.2940690667727037,0,0.0,5,3.823448444621173,,,,,,,,,,,0.0,,False,False,False
2020-10-01,2.276761,1.741015694278758,1,0.7646896889242346,3,2.2940690667727037,0,0.0,6,4.5881381335454074,1.9381571,1.4820887372479774,0,0.0,3,2.2940690667727037,0,0.0,6,4.5881381335454074,,,,,,,,,,,4.0,,False,False,False
2020-10-02,2.1727757,1.661499118199572,0,0.0,3,2.2940690667727037,0,0.0,7,5.352827822469642,2.050729,1.568171319377143,0,0.0,3,2.2940690667727037,0,0.0,7,5.352827822469642,,,,,,,,,,,2.0,,False,False,False
2020-10-03,1.6151024,1.2350521501502953,0,0.0,2,1.5293793778484692,0,0.0,5,3.823448444621173,2.172459,1.6612568288110197,1,0.7646896889242346,3,2.2940690667727037,0,0.0,6,4.5881381335454074,,,,,,,,,,,1.0,,False,False,False
2020-10-04,0.85831016,0.6563409442605916,0,0.0,1,0.7646896889242346,0,0.0,3,2.2940690667727037,2.3042066,1.7620030121179298,1,0.7646896889242346,4,3.0587587556969384,0,0.0,6,4.5881381335454074,,,,,,,,,,,4.0,12.0,False,False,False
2020-10-05,1.9201727,1.468336267862469,1,0.7646896889242346,3,2.2940690667727037,0,0.0,6,4.5881381335454074,2.4469275,1.871140193543397,1,0.7646896889242346,4,3.0587587556969384,0,0.0,7,5.352827822469642,13.184,10.081668858777107,9.0,6.882207200318112,18.0,13.764414400636223,4.0,3.0587587556969384,27.0,20.646621600954333,0.0,11.0,False,False,False
2020-10-06,2.542297,1.9440682081039995,1,0.7646896889242346,4,3.0587587556969384,0,0.0,7,5.352827822469642,2.601681,1.9894785509677604,1,0.7646896889242346,4,3.0587587556969384,0,0.0,7,5.352827822469642,13.985,10.694185299605419,9.0,6.882207200318112,18.0,13.764414400636223,5.0,3.823448444621173,28.0,21.41131128987857,3.0,14.0,False,False,False
2020-10-07,3.3896523,2.5920320695149712,1,0.7646896889242346,5,3.823448444621173,0,0.0,9,6.882207200318112,2.7696438,2.1179181203478947,1,0.7646896889242346,4,3.0587587556969384,0,0.0,8,6.117517511393877,14.836,11.344936224879945,10.0,7.646896889242346,19.0,14.529104089560455,6.0,4.5881381335454074,28.0,21.41131128987857,3.0,17.0,False,False,False
2020-10-08,3.8763404,2.964197483379394,2,1.5293793778484692,5,3.823448444621173,0,0.0,10,7.646896889242346,2.952115,2.2574518879991956,1,0.7646896889242346,4,3.0587587556969384,0,0.0,8,6.117517511393877,15.772,12.060685773713027,11.0,8.411586578166581,20.0,15.293793778484693,7.0,5.352827822469642,30.0,22.940690667727036,6.0,19.0,False,False,False
2020-10-09,3.6188383,2.767288424365688,2,1.5293793778484692,5,3.823448444621173,0,0.0,10,7.646896889242346,3.1505456,2.4091898012557067,1,0.7646896889242346,4,3.0587587556969384,0,0.0,9,6.882207200318112,16.776,12.828434221392957,12.0,9.176276267090815,21.0,16.058483467408927,7.0,5.352827822469642,31.0,23.705380356651272,5.0,22.0,False,False,False
2020-10-10,2.7746704,2.1217618268565275,1,0.7646896889242346,4,3.0587587556969384,0,0.0,8,6.117517511393877,3.3665533,2.574368591012899,1,0.7646896889242346,5,3.823448444621173,0,0.0,9,6.882207200318112,17.919,13.702474535833359,13.0,9.94096595601505,22.0,16.823173156333162,8.0,6.117517511393877,33.0,25.23475973449974,2.0,23.0,False,False,False
2020-10-11,1.4928833,1.1415924745961092,0,0.0,2,1.5293793778484692,0,0.0,5,3.823448444621173,3.6019304,2.754359047685284,1,0.7646896889242346,5,3.823448444621173,0,0.0,9,6.882207200318112,19.095,14.601749610008259,14.0,10.705655644939284,24.0,18.35255253418163,9.0,6.882207200318112,33.0,25.23475973449974,0.0,19.0,False,False,False
