,countyID,newInf100k,7DayInf100k,newInf100k_RKI,7DayInf100k_RKI,newInfRaw,7DayInfRaw,newInfRaw_RKI,7DayInfRaw_RKI
0,03159,212.47831125507528,1775.5255605954396,174.18325049008004,1076.6588375240487,700.19677734375,5851.031421875,574,3548.0
1,09576,273.1075960549185,2194.7771067693243,103.88365031165094,1705.29007511587,341.766845703125,2746.544071411133,130,2134.0
2,07334,204.77495570821927,1790.6165264295619,436.7532579750673,1760.3669984210899,260.6846618652344,2279.508556640625,556,2241.0
3,06631,211.78133407597485,1785.8772317619728,31.34482946595679,1549.5248305562118,466.198486328125,3931.2872678222657,69,3411.0
4,10046,358.2112136756366,2899.9748299672547,178.8687395941142,2173.4239301624443,318.4211120605469,2577.845625854492,159,1932.0
5,01058,227.20332286390487,1847.9749931674794,149.05058843544964,1469.424287479011,614.3078002929688,4996.517827026367,403,3973.0
6,03459,231.12030074892692,1923.6631650979732,16.197543000287645,1555.5226639931411,827.59326171875,6888.233824951172,58,5570.0
7,05316,153.07023736740155,1307.685791692105,59.94360407861175,1160.336907521699,250.24993896484375,2137.896270263672,98,1897.0
8,15089,242.18808647370454,2020.0542732695885,28.470474592643434,1084.9284425125195,476.3718566894531,3973.3457528076174,56,2134.0
9,04011,220.34752993859243,1905.1879750552,107.9890360633153,1523.1476830790868,1228.358154296875,10620.73709326172,602,8491.0
10,05966,179.58788511073223,1541.3841157202035,101.93231401019324,1211.4545521211455,244.89501953125,2101.9084494018553,139,1652.0
11,09174,239.99442678782134,1891.2029490330742,123.85351810939278,1606.7483430407713,358.47967529296875,2824.889844970703,185,2400.0
12,08121,182.65869909496567,1586.4682907844854,171.33486174908418,1387.8123801675818,223.87928771972656,1944.4865899658203,210,1701.0
13,12072,205.58730299056344,1676.8428745416602,43.41100438390002,1003.3444816053512,336.24420166015625,2742.5268265991213,71,1641.0
14,07135,248.75739246276754,2079.337665963659,70.5229920982193,2000.2885031494927,155.2022247314453,1297.3195631713868,44,1248.0
15,09478,295.2138099387119,2444.697765407286,105.01837821618783,2263.8961818318203,196.77476501464844,1629.5132955322265,70,1509.0
16,05770,272.780550761909,2263.6061963756288,541.1276153969014,2338.2846190704363,853.9395141601562,7086.219197753906,1694,7320.0
17,15003,202.98373073463742,1678.828023303653,275.74738146044297,1381.7064944871736,478.4793395996094,3957.38378137207,650,3257.0
18,12069,197.45022082508535,1643.561569705106,33.66364800151723,850.5997818974919,416.4422607421875,3466.435706665039,71,1794.0
19,08315,217.46977749995872,1763.738511502644,21.372254151074635,1161.4848665011289,559.6432495117188,4538.85759765625,55,2989.0
20,05114,180.95170935219517,1537.9670777520962,123.92069075791493,1000.2487297018797,407.40191650390625,3462.6405975341795,279,2252.0
21,05958,199.92168843413995,1729.7481634314565,127.00843942645263,1555.1899060516678,527.3174438476562,4562.418350830078,335,4102.0
22,08211,246.24465311295523,2130.8251442620467,269.57163958641064,1336.7799113737076,133.36610412597656,1154.0548981323243,146,724.0
23,09661,241.2094582030231,2108.5216087031868,31.89052851303163,1911.9821413040327,166.4007568359375,1454.5847169799804,22,1319.0
24,09672,271.91204730864047,2260.658671757744,0.0,1602.2345935251099,280.3576354980469,2330.874730102539,0,1652.0
25,09361,255.64896183574805,2052.7110123326215,0.0,1289.9835168772843,107.0172119140625,859.2853568725586,0,540.0
26,07231,232.89948705056537,1887.4075989911335,155.5960940015023,1489.7878885431198,260.44683837890625,2110.6501697998046,174,1666.0
27,05124,175.33068142740527,1432.7908432481017,113.41366563251687,1125.280677396685,613.738037109375,5015.42703515625,397,3939.0
28,05154,189.8002644793704,1592.3906354756334,30.289652861244388,1156.8069550198654,589.0204467773438,4941.777326416016,94,3590.0
29,08237,216.18268435542052,1871.8047476335416,256.3815783813547,1518.501630345943,251.27561950683594,2175.6548123168945,298,1765.0
30,08222,171.19357315972678,1621.0033084655558,117.7317025312316,1174.3737327490353,523.4757080078125,4956.7039166259765,360,3591.0
31,06435,190.0425440089855,1629.8005330628453,225.02403169270502,1301.3525716338638,782.8916625976562,6714.061083984375,927,5361.0
32,08235,183.48236405151735,1556.0511754415882,0.0,913.3683919180737,285.0563659667969,2417.465545654297,0,1419.0
33,06438,170.30048600710148,1478.4774147926114,199.79444778714696,1597.7798057905845,591.5506591796875,5135.5947937011715,694,5550.0
34,09763,252.25948507132975,2103.955469788601,5.974875647900578,1649.0656788205595,168.88015747070312,1408.535068359375,4,1104.0
35,15084,263.2094486693782,2158.331655958773,80.39938939923185,982.1763245527785,484.5185852050781,3973.0784956054686,148,1808.0
36,15090,258.2195062424357,2109.377468793752,117.99205288820254,1506.133851572938,297.62896728515625,2431.3106580810545,136,1736.0
37,06634,246.4326168083786,1982.5892309544586,0.0,1313.8483722477956,444.3426513671875,3574.806642333984,0,2369.0
38,03252,237.93539852121987,2029.5912515253583,155.11090429657204,1375.0918863509148,352.81298828125,3009.4982036743163,230,2039.0
39,05117,172.0589773068377,1434.7938071842134,39.579862711043376,828.2233958340718,291.25799560546875,2428.790260925293,67,1402.0
40,15087,318.42348073289037,2604.346475560192,29.701289884589272,1922.8049332428152,450.2762756347656,3682.7542641601563,42,2719.0
41,08311,223.24620807259802,1861.5601167191326,18.993520117671483,1332.6383766282527,505.4137878417969,4214.441795043946,43,3017.0
42,09773,235.95555724210283,2007.2728982351143,158.60428231562253,1799.6299233412637,223.15496826171875,1898.3783435058594,150,1702.0
43,05374,219.66085169883561,1804.6582528009371,36.56948934365081,1158.155727513421,600.6669921875,4934.874085449219,100,3167.0
44,03154,218.9083412045338,1833.7467098048476,22.950819672131146,1347.5409836065573,200.30113220214844,1677.8782394714356,21,1233.0
45,09262,291.455394127925,2291.305351913652,21.753747577423564,1943.993988055215,147.37733459472656,1158.6214642486573,11,983.0
46,09471,307.62385411389283,2526.149016900026,92.05193377756406,2297.176616061002,447.80804443359375,3677.3151239013673,134,3344.0
47,15086,253.43044230624716,2061.7367252605586,211.57558374139794,1106.9547293686542,232.3779754638672,1890.468255493164,194,1015.0
48,03354,235.11840328407715,1875.5635926337657,187.5199489307373,805.9368017874243,117.86015319824219,940.1825177154541,94,404.0
49,09463,333.4120674076899,2710.3634166969487,247.23077295974016,2074.7994279758586,137.55581665039062,1118.2146348266601,102,856.0
50,09461,303.18694288887883,2445.035009481303,132.27693608432995,2045.519630170051,222.33001708984375,1792.9686228027344,97,1500.0
51,06533,195.20869315917975,1685.2882059614972,87.83052779748957,1208.6876606833332,335.606689453125,2897.381189453125,151,2078.0
52,16065,320.08926377749725,2598.804043381614,85.59201141226819,1421.3461289067566,246.82083129882812,2003.9377978515624,66,1096.0
53,03257,264.8511641190659,2196.4508958066344,231.74525946506537,1381.509032943677,413.7134094238281,3430.988086303711,362,2158.0
54,09775,246.65106936601265,2067.534723233647,177.32474502228303,1922.975297840983,420.0689697265625,3521.1977117919923,302,3275.0
55,08126,210.6987537746838,1871.4454446954753,27.227924959838813,1660.9034225501675,232.14999389648438,2061.977305419922,30,1830.0
56,06532,192.53277218570153,1694.334757526035,24.884759862067334,1566.5548827453815,487.429443359375,4289.496475585937,63,3966.0
57,05970,215.88445592809606,1822.8477067648514,0.0,1523.148148148148,606.2035522460938,5118.556360595703,0,4277.0
58,09673,237.534135681369,1999.6533456841628,0.0,1931.688471331987,189.3693389892578,1594.183636779785,0,1540.0
59,06534,217.53205345073826,1814.988552604966,16.310486419481247,1399.4397347914908,533.477783203125,4451.096076293945,40,3432.0
60,06414,190.17218100264103,1534.1946825645443,90.87025465393276,1308.7488867488723,525.289794921875,4237.721868286133,251,3615.0
61,05566,229.14106472117783,1998.4921498492597,81.19555950506796,1768.709937885397,1015.951904296875,8860.794584472656,360,7842.0
