,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Week Prediction Mean,Trend 7Week Prediction Mean 100k,Trend 7Week Prediction Q25,Trend 7Week Prediction Q25 100k,Trend 7Week Prediction Q75,Trend 7Week Prediction Q75 100k,Trend 7Week Prediction Q5,Trend 7Week Prediction Q5 100k,Trend 7Week Prediction Q95,Trend 7Week Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2020-11-04,133.37833,50.747382920235395,72,27.394341546562774,165,62.77869937753968,34,12.93621684143242,294,111.86022798179798,116.998,44.515045010484755,66,25.111479751015874,154,58.593452752370375,30,11.414308977734489,254,96.64114934481866,,,,,,,,,,,102.0,,False,False,False
2020-11-05,146.42482,55.71127403527498,77,29.296726376185187,194,73.81253138934969,39,14.838601671054834,316,120.23072123213662,115.46339,43.93115814309567,61,23.209094921393458,146,55.54963702497451,27,10.272878079961039,270,102.72878079961038,,,,,,,,,,,81.0,,False,False,False
2020-11-06,123.571526,47.01612051576376,68,25.87243368286484,165,62.77869937753968,36,13.697170773281387,276,105.01164259515728,114.00614,43.376709800213575,65,24.731002785091388,149,56.69106792274796,29,11.033832011810006,258,98.16305720851659,,,,,,,,,,,100.0,,False,False,False
2020-11-07,95.29909,36.25910903792828,54,20.545756159922078,127,48.32057467240933,25,9.511924148112074,209,79.51968587821693,112.62322,42.85054164938629,64,24.350525819166908,150,57.07154488867244,31,11.79478594365897,238,90.55351789002694,,,,,,,,,,,82.0,,False,False,False
2020-11-08,74.71288,28.426531935110688,42,15.980032568828284,100,38.0476965924483,17,6.46810842071621,166,63.15917634346417,111.31287,42.351981392130256,65,24.731002785091388,149,56.69106792274796,32,12.175262909583454,243,92.45590271964936,,,,,,,,,,,96.0,,False,False,False
2020-11-09,74.349205,28.288160683587193,41,15.5995556029038,93,35.38435783097691,19,7.229062352565175,162,61.63726847976624,110.07222,41.879943455569446,66,25.111479751015874,142,54.027729161276575,31,11.79478594365897,222,84.46588643523522,,,,,,,,,,,147.0,,False,False,False
2020-11-10,118.90383,45.24016985669732,69,26.25291064878932,152,57.8324988205214,32,12.175262909583454,247,93.97781058334728,108.89944,41.43372643738985,63,23.970048853242425,139,52.88629826350312,28,10.653355045885522,235,89.41208699225349,,,,,,,,,,,85.0,693.0,False,False,False
2020-11-11,132.55075,50.43250857852399,79,30.057680308034154,170,64.6810842071621,38,14.45812470513035,279,106.15307349293073,107.79251,41.0125678172335,60,22.828617955468978,134,50.98391343388071,28,10.653355045885522,235,89.41208699225349,788.866,300.1453422009831,619.0,235.51524190725493,937.0,356.50691707124054,457.0,173.87797342748868,1258.0,478.64002313299954,90.0,681.0,False,False,False
2020-11-12,152.72847,58.10966249555349,83,31.579588171732084,187,71.1491926278783,41,15.5995556029038,322,122.5135830276835,106.749405,40.61569052282721,62,23.58957188731794,137,52.12534433165416,31,11.79478594365897,238,90.55351789002694,779.677,296.6491393611031,614.0,233.61285707763253,919.0,349.6583316845998,456.0,173.49749646156423,1232.0,468.747622018963,108.0,708.0,False,False,False
2020-11-13,124.58619,47.402174095623195,75,28.53577244433622,165,62.77869937753968,35,13.316693807356904,265,100.82639596998798,105.76859,40.24251247756183,63,23.970048853242425,141,53.647252195352095,30,11.414308977734489,235,89.41208699225349,770.958,293.3317606952075,615.0,233.993334043557,895.0,340.5268845024122,468.0,178.063220052658,1197.0,455.4309282116061,106.0,714.0,False,False,False
2020-11-14,90.347244,34.375046379864216,53,20.165279193997595,116,44.13532804724002,24,9.13144718218759,191,72.67110049157624,104.848724,39.89252436440438,60,22.828617955468978,141,53.647252195352095,28,10.653355045885522,223,84.84636340115969,762.717,290.1962500190238,607.0,230.94951831616112,887.0,337.48306877501636,474.0,180.3460818482049,1160.0,441.35328047240023,174.0,806.0,False,False,False
2020-11-15,69.00466,26.254684780724347,40,15.219078636979317,91,34.62340389912794,19,7.229062352565175,149,56.69106792274796,103.98771,39.56492873840034,64,24.350525819166908,140,53.266775229427616,30,11.414308977734489,215,81.80254767376383,754.947,287.23994399379063,603.0,229.4276104524632,880.0,334.819730013545,475.0,180.7265588141294,1138.0,432.9827872220616,63.0,773.0,False,False,False
2020-11-16,66.6421,25.35578387323767,39,14.838601671054834,89,33.86244996727898,18,6.848585386640694,145,55.16916005905003,103.18464,39.259379263967276,61,23.209094921393458,132,50.22295950203175,30,11.414308977734489,219,83.32445553746176,747.611,284.4487649717686,612.0,232.85190314578358,874.0,332.53686821799806,474.0,180.3460818482049,1104.0,420.04657038062913,102.0,728.0,False,False,False
2020-11-17,112.28762,42.72285441402346,65,24.731002785091388,150,57.07154488867244,31,11.79478594365897,230,87.50970216263109,102.43811,38.97534043062478,57,21.687187057695528,130,49.462005570182775,27,10.272878079961039,212,80.66111677599038,740.741,281.8348882158674,605.0,230.18856438431217,867.0,329.8735294565267,482.0,183.38989757560077,1092.0,415.4808467895354,54.0,697.0,False,False,False
2020-11-18,128.42735,48.86364913545549,73,27.774818512487254,168,63.920130275313134,34,12.93621684143242,273,103.87021169738385,101.7472,38.71246590279043,59,22.448140989544495,131,49.84248253610726,26,9.892401114036556,209,79.51968587821693,734.285,279.37852892385894,599.0,227.90570258876528,854.0,324.92732889950844,472.0,179.58512791635596,1080.0,410.9151231984415,77.0,684.0,False,False,False
2020-11-19,148.6141,56.544243125244975,87,33.10149603543001,196,74.57348532119866,40,15.219078636979317,306,116.42595157289179,101.11064,38.47026964649558,58,22.06766402362001,131,49.84248253610726,29,11.033832011810006,214,81.42207070783935,728.219,277.0705556485611,602.0,229.0471334865387,849.0,323.024944069886,459.0,174.63892735933766,1057.0,402.1641529821785,166.0,742.0,False,False,False
2020-11-20,120.68853,45.9192058769986,67,25.491956716940354,151,57.45202185459692,33,12.555739875507937,254,96.64114934481866,100.5276,38.24843734037131,58,22.06766402362001,129,49.081528604258295,27,10.272878079961039,208,79.13920891229245,722.581,274.9254265146788,589.0,224.10093292952044,842.0,320.36160530841465,456.0,173.49749646156423,1058.0,402.54462994810297,89.0,725.0,False,False,False
2020-11-21,86.55328,32.93153131380677,45,17.121463466601732,113,42.99389714946658,21,7.990016284414142,189,71.91014655972728,99.9972,38.04663137998432,57,21.687187057695528,127,48.32057467240933,27,10.272878079961039,219,83.32445553746176,717.352,272.9359124598597,589.0,224.10093292952044,828.0,315.03492778547184,442.0,168.17081893862144,1054.0,401.022722084405,77.0,628.0,False,False,False
2020-11-22,66.07685,25.140721118077636,36,13.697170773281387,84,31.960065137656567,15,5.7071544888672445,144,54.78868309312555,99.518845,37.86462766584009,55,20.92623312584656,126,47.94009770648485,26,9.892401114036556,207,78.75873194636796,712.515,271.09554537568295,581.0,221.0571172021246,822.0,312.752065989925,441.0,167.79034197269698,1070.0,407.11035353919675,75.0,640.0,False,False,False
2020-11-23,64.84901,24.673552252352238,35,13.316693807356904,82,31.1991112058076,14,5.326677522942761,133,50.60343646795623,99.09178,37.702140980400145,56,21.306710091771045,130,49.462005570182775,27,10.272878079961039,212,80.66111677599038,708.01,269.38149664419313,565.0,214.96948574733287,819.0,311.61063509215154,418.0,159.03937175643387,1082.0,411.6760771302905,87.0,625.0,False,False,False
2020-11-24,106.8277,40.645478293299675,57,21.687187057695528,135,51.36439039980519,28,10.653355045885522,221,84.08540946931072,98.715546,37.558990879915655,55,20.92623312584656,131,49.84248253610726,26,9.892401114036556,213,81.04159374191487,703.916,267.82382394569834,554.0,210.78423912216354,809.0,307.80586543290667,417.0,158.6588947905094,1076.0,409.3932153347436,46.0,617.0,False,False,False
2020-11-25,121.07539,46.066398499533534,64,24.350525819166908,153,58.212975786445895,30,11.414308977734489,269,102.3483038336859,98.389694,37.435011472553015,54,20.545756159922078,130,49.462005570182775,24,9.13144718218759,234,89.031610026329,700.206,266.4122544021185,549.0,208.88185429254114,809.0,307.80586543290667,413.0,157.13698692681146,1083.0,412.056554096215,72.0,612.0,True,False,False
2020-11-26,135.31703,51.48501368239522,72,27.394341546562774,170,64.6810842071621,34,12.93621684143242,294,111.86022798179798,98.11383,37.33005141839385,52,19.78480222807311,123,46.7986668087114,25,9.511924148112074,222,84.46588643523522,696.847,265.1342322735781,543.0,206.59899249699424,817.0,310.84968116030257,397.0,151.04935547201973,1082.0,411.6760771302905,87.0,533.0,True,False,False
