,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Week Prediction Mean,Trend 7Week Prediction Mean 100k,Trend 7Week Prediction Q25,Trend 7Week Prediction Q25 100k,Trend 7Week Prediction Q75,Trend 7Week Prediction Q75 100k,Trend 7Week Prediction Q5,Trend 7Week Prediction Q5 100k,Trend 7Week Prediction Q95,Trend 7Week Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2020-12-26,8.214386,5.2586878155125305,4,2.560721099061496,11,7.041983022419113,1,0.640180274765374,22,14.083966044838226,12.729669,8.149282803060487,6,3.841081648592244,17,10.883064671011356,1,0.640180274765374,33,21.125949067257338,,,,,,,,,,,6.0,,False,False,False
2020-12-27,6.986393,4.472551154321991,3,1.920540824296122,9,5.761622472888365,0,0.0,17,10.883064671011356,13.127759,8.40413267724216,6,3.841081648592244,17,10.883064671011356,1,0.640180274765374,33,21.125949067257338,,,,,,,,,,,6.0,,False,False,False
2020-12-28,12.1611,7.785296475049108,6,3.841081648592244,17,10.883064671011356,2,1.280360549530748,29,18.565227968195845,13.548048,8.673193224240094,6,3.841081648592244,18,11.52324494577673,2,1.280360549530748,35,22.40630961678809,,,,,,,,,,,2.0,,False,False,False
2020-12-29,21.177137,13.55718559352681,10,6.40180274765374,30,19.205408242961216,3,1.920540824296122,51,32.64919401303407,13.991843,8.957301906775683,7,4.481261923357618,19,12.163425220542106,2,1.280360549530748,36,23.04648989155346,,,,,,,,,,,41.0,,False,True,False
2020-12-30,26.64124,17.055195348802954,12,7.682163297184488,35,22.40630961678809,4,2.560721099061496,69,44.1724389588108,14.460547,9.257357305614278,7,4.481261923357618,20,12.80360549530748,2,1.280360549530748,37,23.686670166318834,,,,,,,,,,,22.0,,False,False,False
2020-12-31,22.741783,14.558840484824032,11,7.041983022419113,30,19.205408242961216,4,2.560721099061496,53,33.92955456256482,14.955656,9.574316209182143,7,4.481261923357618,19,12.163425220542106,2,1.280360549530748,35,22.40630961678809,,,,,,,,,,,16.0,,False,False,False
2021-01-01,17.033756,10.904674854828045,8,5.121442198122992,24,15.364326594368976,3,1.920540824296122,42,26.887571540145707,15.47875,9.909190703183413,8,5.121442198122992,21,13.443785770072854,2,1.280360549530748,34,21.76612934202271,,,,,,,,,,,26.0,119.0,False,False,False
2021-01-02,11.198708,7.169191667344421,6,3.841081648592244,15,9.602704121480608,2,1.280360549530748,27,17.284867418665097,16.031544,10.263078002026305,8,5.121442198122992,21,13.443785770072854,3,1.920540824296122,37,23.686670166318834,97.787,62.601308528481624,72.0,46.09297978310692,116.0,74.26091187278338,50.0,32.0090137382687,168.0,107.55028616058283,6.0,119.0,False,False,False
2021-01-03,8.373842,5.3607687732437626,4,2.560721099061496,11,7.041983022419113,1,0.640180274765374,21,13.443785770072854,16.61586,10.637145896907896,8,5.121442198122992,22,14.083966044838226,3,1.920540824296122,41,26.247391265380333,101.109,64.7279874012522,75.0,48.013520607403045,119.0,76.1814526970795,54.0,34.569734837330195,170.0,108.83064671011356,14.0,127.0,False,False,False
2021-01-04,14.284583,9.144708019448444,7,4.481261923357618,19,12.163425220542106,2,1.280360549530748,34,21.76612934202271,17.233686,11.032666225219145,8,5.121442198122992,23,14.7241463196036,3,1.920540824296122,42,26.887571540145707,104.567,66.94173079139085,78.0,49.93406143169916,123.0,78.74217379614099,56.0,35.85009538686094,171.0,109.47082698487894,11.0,136.0,False,False,False
2021-01-05,25.456572,16.29679463803768,13,8.32234357194986,34,21.76612934202271,6,3.841081648592244,59,37.77063621115706,17.88712,11.450980673544109,8,5.121442198122992,24,15.364326594368976,3,1.920540824296122,41,26.247391265380333,108.258,69.30463618554985,83.0,53.13496280552603,127.0,81.30289489520248,60.0,38.41081648592243,176.0,112.6717283587058,28.0,123.0,False,False,False
2021-01-06,34.562016,22.12592080468312,17,10.883064671011356,45,28.808112364441826,7,4.481261923357618,83,53.13496280552603,18.578405,11.893528426298872,9,5.761622472888365,24,15.364326594368976,3,1.920540824296122,44,28.16793208967645,112.15,71.7962178149367,86.0,55.055503629822155,132.0,84.50379626902935,62.0,39.69117703545319,179.0,114.59226918300192,42.0,143.0,False,False,False
2021-01-07,30.58633,19.58076609298587,16,10.242884396245984,41,26.247391265380333,6,3.841081648592244,73,46.7331600578723,19.31005,12.3619131045416,9,5.761622472888365,26,16.64468714389972,3,1.920540824296122,48,30.72865318873795,116.268,74.4324801864205,89.0,56.97604445411828,134.0,85.7841568185601,64.0,40.971537584983935,183.0,117.15299028206344,20.0,147.0,False,False,False
2021-01-08,23.140696,14.81421641074121,12,7.682163297184488,32,20.485768792491967,4,2.560721099061496,58,37.13045593639169,20.084545,12.857730325777084,11,7.041983022419113,28,17.92504769343047,3,1.920540824296122,48,30.72865318873795,120.632,77.22622690549659,94.0,60.176945827945154,143.0,91.54577929144847,69.0,44.1724389588108,191.0,122.27443248018642,16.0,137.0,False,False,False
2021-01-09,16.9494,10.850671242224053,8,5.121442198122992,23,14.7241463196036,3,1.920540824296122,42,26.887571540145707,20.904802,13.382842007558793,10,6.40180274765374,29,18.565227968195845,4,2.560721099061496,52,33.28937428779944,125.257,80.18706067628645,98.0,62.73766692700665,150.0,96.02704121480609,72.0,46.09297978310692,204.0,130.59677605213628,19.0,150.0,False,False,False
