countyID,LKType,LKName,probText,n_people
5334,StädteRegion,Aachen,88.6,553922.0
7131,LK,Ahrweiler,-87.6,127770.0
9771,LK,Aichach-Friedberg,94.19999999999999,130916.0
8425,LK,Alb-Donau-Kreis,97.3,192104.0
16077,LK,Altenburger,88.7,92344.0
7132,LK,Altenkirchen,-68.1,129171.0
15081,LK,Altmarkkreis,85.9,86164.0
9171,LK,Altötting,100.0,108485.0
7331,LK,Alzey-Worms,-73.1,127274.0
9361,SK,Amberg,97.8,41861.0
9371,LK,Amberg-Sulzbach,98.0,103568.0
3451,LK,Ammerland,100.0,121435.0
15082,LK,Anhalt-Bitterfeld,95.89999999999999,164817.0
9561,SK,Ansbach,95.3,41159.0
9571,LK,Ansbach,99.6,181314.0
9661,SK,Aschaffenburg,-57.2,68986.0
9671,LK,Aschaffenburg,98.1,173695.0
9761,SK,Augsburg,80.4,286374.0
9772,LK,Augsburg,-78.6,245600.0
3452,LK,Aurich,83.8,189199.0
7133,LK,Bad,58.699999999999996,156821.0
7332,LK,Bad,57.599999999999994,132203.0
9173,LK,Bad,95.39999999999999,124930.0
9672,LK,Bad,100.0,103106.0
8211,SK,Baden-Baden,92.0,54160.0
9461,SK,Bamberg,96.39999999999999,73331.0
9471,LK,Bamberg,99.3,145570.0
12060,LK,Barnim,59.4,177411.0
14625,LK,Bautzen,98.7,306273.0
9462,SK,Bayreuth,100.0,72148.0
9472,LK,Bayreuth,100.0,104306.0
9172,LK,Berchtesgadener,99.9,103907.0
6431,LK,Bergstraße,97.8,266928.0
11001,SK,Berlin,100.0,357637.0
11002,SK,Berlin,100.0,272385.0
11003,SK,Berlin,100.0,384810.0
11004,SK,Berlin,100.0,308373.0
11005,SK,Berlin,100.0,229577.0
11006,SK,Berlin,99.8,284240.0
11007,SK,Berlin,100.0,332821.0
11008,SK,Berlin,100.0,320017.0
11009,SK,Berlin,100.0,249754.0
11010,SK,Berlin,99.6,256166.0
11011,SK,Berlin,100.0,273455.0
11012,SK,Berlin,100.0,250796.0
7231,LK,Bernkastel-Wittlich,98.7,111828.0
8426,LK,Biberach,96.7,194019.0
5711,SK,Bielefeld,98.3,333090.0
7134,LK,Birkenfeld,96.2,80615.0
7232,LK,Bitburg-Prüm,70.1,97180.0
5911,SK,Bochum,82.5,364742.0
8435,LK,Bodenseekreis,-73.2,212201.0
5314,SK,Bonn,81.2,318809.0
5554,LK,Borken,-73.8,369666.0
5512,SK,Bottrop,82.3,117143.0
12051,SK,Brandenburg,97.8,71574.0
3101,SK,Braunschweig,100.0,251364.0
8315,LK,Breisgau-Hochschwarzwald,99.7,257343.0
4011,SK,Bremen,88.1,557464.0
4012,SK,Bremerhaven,-77.9,114025.0
15084,LK,Burgenlandkreis,80.30000000000001,184081.0
8115,LK,Böblingen,96.1,381281.0
15083,LK,Börde,-57.800000000000004,173473.0
8235,LK,Calw,-53.1,155359.0
3351,LK,Celle,98.7,177971.0
9372,LK,Cham,100.0,126359.0
14511,SK,Chemnitz,97.8,248645.0
3453,LK,Cloppenburg,97.39999999999999,164734.0
9463,SK,Coburg,89.1,41257.0
9473,LK,Coburg,88.8,86599.0
7135,LK,Cochem-Zell,-56.6,62391.0
5558,LK,Coesfeld,97.2,218401.0
12052,SK,Cottbus,-99.5,99687.0
3352,LK,Cuxhaven,70.19999999999999,198103.0
9174,LK,Dachau,99.6,149370.0
12061,LK,Dahme-Spreewald,99.9,164528.0
6411,SK,Darmstadt,91.60000000000001,155353.0
6432,LK,Darmstadt-Dieburg,99.1,292773.0
9271,LK,Deggendorf,87.6,116596.0
3401,SK,Delmenhorst,67.2,76323.0
15001,SK,Dessau-Roßlau,59.099999999999994,82919.0
3251,LK,Diepholz,71.1,213976.0
9773,LK,Dillingen,99.2,94575.0
9279,LK,Dingolfing-Landau,70.3,94104.0
1051,LK,Dithmarschen,62.5,132917.0
9779,LK,Donau-Ries,98.3,131345.0
7333,LK,Donnersbergkreis,84.5,75230.0
5913,SK,Dortmund,64.9,586181.0
14612,SK,Dresden,98.7,543825.0
5112,SK,Duisburg,98.6,491231.0
5358,LK,Düren,77.7,262828.0
5111,SK,Düsseldorf,89.4,612178.0
9175,LK,Ebersberg,98.8,137421.0
16061,LK,Eichsfeld,99.4,101325.0
9176,LK,Eichstätt,99.8,128805.0
16056,SK,Eisenach,99.0,42417.0
12062,LK,Elbe-Elster,99.0,104673.0
3402,SK,Emden,-98.3,50694.0
8316,LK,Emmendingen,97.6,162082.0
3454,LK,Emsland,84.1,319488.0
5954,LK,Ennepe-Ruhr-Kreis,99.4,325954.0
8236,LK,Enzkreis,98.2,196066.0
9177,LK,Erding,96.2,133747.0
16051,SK,Erfurt,84.1,210118.0
9562,SK,Erlangen,91.10000000000001,108336.0
9572,LK,Erlangen-Höchstadt,96.0,134136.0
14521,LK,Erzgebirgskreis,100.0,347665.0
5113,SK,Essen,56.39999999999999,582624.0
8116,LK,Esslingen,-68.7,524127.0
5366,LK,Euskirchen,92.5,191165.0
1001,SK,Flensburg,78.9,85942.0
9474,LK,Forchheim,100.0,114834.0
7311,SK,Frankenthal,76.0,48363.0
6412,SK,Frankfurt,99.1,732688.0
12053,SK,Frankfurt,-71.4,58092.0
8311,SK,Freiburg,98.7,226393.0
9178,LK,Freising,83.3,173225.0
8237,LK,Freudenstadt,98.8,116233.0
9272,LK,Freyung-Grafenau,100.0,78122.0
3455,LK,Friesland,98.8,97900.0
6631,LK,Fulda,-55.9,220132.0
9179,LK,Fürstenfeldbruck,99.9,213481.0
9563,SK,Fürth,100.0,124171.0
9573,LK,Fürth,100.0,114291.0
9180,LK,Garmisch-Partenkirchen,98.1,87385.0
5513,SK,Gelsenkirchen,98.6,260368.0
16052,SK,Gera,96.39999999999999,96011.0
7334,LK,Germersheim,-66.4,127303.0
6531,LK,Gießen,78.4,262505.0
3151,LK,Gifhorn,88.8,174205.0
3153,LK,Goslar,90.4,138236.0
16067,LK,Gotha,95.8,136831.0
3456,LK,Grafschaft,100.0,135662.0
16076,LK,Greiz,100.0,101114.0
6433,LK,Groß-Gerau,98.4,266042.0
8117,LK,Göppingen,-51.9,252749.0
14626,LK,Görlitz,99.9,260000.0
3159,LK,Göttingen,99.9,329538.0
9774,LK,Günzburg,100.0,123153.0
5754,LK,Gütersloh,-61.7,360642.0
5914,SK,Hagen,85.7,189044.0
15002,SK,Halle,99.8,236991.0
2000,SK,Hamburg,99.5,1787408.0
3252,LK,Hameln-Pyrmont,99.4,148281.0
5915,SK,Hamm,91.9,179397.0
3241,Region,Hannover,97.39999999999999,1144481.0
3353,LK,Harburg,84.89999999999999,248122.0
15085,LK,Harz,99.9,221366.0
12063,LK,Havelland,100.0,158236.0
9674,LK,Haßberge,97.8,84581.0
3358,LK,Heidekreis,99.3,140264.0
8221,SK,Heidelberg,77.0,156267.0
8135,LK,Heidenheim,95.39999999999999,130527.0
8121,SK,Heilbronn,99.0,122567.0
8125,LK,Heilbronn,81.39999999999999,334388.0
5370,LK,Heinsberg,-99.7,252527.0
3154,LK,Helmstedt,100.0,91500.0
5758,LK,Herford,-79.6,252122.0
5916,SK,Herne,94.69999999999999,155851.0
6632,LK,Hersfeld-Rotenburg,67.9,121166.0
1053,LK,Herzogtum,99.9,192999.0
16069,LK,Hildburghausen,99.4,64524.0
3254,LK,Hildesheim,-83.0,277055.0
5958,LK,Hochsauerlandkreis,79.2,263762.0
6434,LK,Hochtaunuskreis,84.7,233427.0
9464,SK,Hof,99.8,44660.0
9475,LK,Hof,99.5,96429.0
8126,LK,Hohenlohekreis,-83.7,110181.0
3255,LK,Holzminden,81.6,71659.0
5762,LK,Höxter,99.9,144010.0
16070,LK,Ilm-Kreis,100.0,109620.0
9161,SK,Ingolstadt,100.0,132438.0
16053,SK,Jena,64.0,109527.0
15086,LK,Jerichower,95.3,91693.0
7312,SK,Kaiserslautern,76.2,98520.0
7335,LK,Kaiserslautern,-56.4,104966.0
8212,SK,Karlsruhe,-55.7,307755.0
8215,LK,Karlsruhe,-50.2,435841.0
6611,SK,Kassel,76.4,197984.0
6633,LK,Kassel,75.4,235813.0
9762,SK,Kaufbeuren,97.8,42731.0
9273,LK,Kelheim,98.5,118965.0
9763,SK,Kempten,-66.8,66947.0
1002,SK,Kiel,99.9,246306.0
9675,LK,Kitzingen,62.6,89306.0
5154,LK,Kleve,74.1,310337.0
7111,SK,Koblenz,-55.6,112586.0
8335,LK,Konstanz,53.400000000000006,280288.0
5114,SK,Krefeld,86.5,225144.0
9476,LK,Kronach,98.2,67916.0
9477,LK,Kulmbach,96.1,72468.0
7336,LK,Kusel,-76.3,70997.0
16065,LK,Kyffhäuserkreis,55.400000000000006,77110.0
5315,SK,Köln,54.800000000000004,1060582.0
6532,LK,Lahn-Dill-Kreis,94.69999999999999,253167.0
7313,SK,Landau,99.6,45362.0
9181,LK,Landsberg,98.1,117657.0
9261,SK,Landshut,98.5,69211.0
9274,LK,Landshut,95.7,154577.0
3457,LK,Leer,99.8,167548.0
14713,SK,Leipzig,92.0,560472.0
14729,LK,Leipzig,93.89999999999999,258408.0
5316,SK,Leverkusen,97.39999999999999,163487.0
9478,LK,Lichtenfels,100.0,66655.0
6533,LK,Limburg-Weilburg,94.6,171922.0
9776,LK,Lindau,97.7,80429.0
5766,LK,Lippe,80.9,350750.0
8118,LK,Ludwigsburg,75.7,534074.0
7314,SK,Ludwigshafen,99.3,164718.0
13076,LK,LudwigslustParchim,82.1,214113.0
8336,LK,Lörrach,99.8,226708.0
1003,SK,Lübeck,87.0,216253.0
3354,LK,Lüchow-Dannenberg,61.6,50128.0
3355,LK,Lüneburg,59.8,180719.0
15003,SK,Magdeburg,67.7,235723.0
6435,LK,Main-Kinzig-Kreis,60.8,411956.0
9677,LK,Main-Spessart,99.6,126123.0
8128,LK,Main-Tauber-Kreis,98.2,132181.0
6436,LK,Main-Taunus-Kreis,95.3,232848.0
7315,SK,Mainz,96.6,209779.0
7339,LK,Mainz-Bingen,84.2,208749.0
8222,SK,Mannheim,-66.8,305780.0
15087,LK,Mansfeld-Südharz,95.39999999999999,141408.0
6534,LK,Marburg-Biedenkopf,64.0,245241.0
7137,LK,Mayen-Koblenz,-88.4,211925.0
13071,LK,Mecklenburgische,99.2,262517.0
14627,LK,Meißen,99.3,245244.0
9764,SK,Memmingen,-76.6,42841.0
10042,LK,Merzig-Wadern,100.0,103997.0
5158,LK,Mettmann,92.9,483279.0
9182,LK,Miesbach,78.0,98286.0
9676,LK,Miltenberg,97.89999999999999,128446.0
5770,LK,Minden-Lübbecke,-75.5,313050.0
14522,LK,Mittelsachsen,99.8,312450.0
12064,LK,Märkisch-Oderland,-53.3,190714.0
5962,LK,Märkischer,96.8,416171.0
5116,SK,Mönchengladbach,80.60000000000001,259996.0
9183,LK,Mühldorf,100.0,112034.0
5117,SK,Mülheim,80.80000000000001,169278.0
9162,SK,München,99.8,1450381.0
9184,LK,München,94.8,340003.0
5515,SK,Münster,67.0,310039.0
8225,LK,Neckar-Odenwald-Kreis,73.8,142936.0
9775,LK,Neu-Ulm,93.60000000000001,170309.0
9185,LK,Neuburg-Schrobenhausen,98.3,94654.0
9373,LK,Neumarkt,96.7,130385.0
1004,SK,Neumünster,99.5,79197.0
10043,LK,Neunkirchen,99.4,133735.0
7316,SK,Neustadt,74.8,52999.0
9374,LK,Neustadt,100.0,95078.0
9575,LK,Neustadt/Aisch-Bad,99.2,98751.0
7138,LK,Neuwied,-66.1,180655.0
3256,LK,Nienburg,73.3,120632.0
1054,LK,Nordfriesland,97.3,163960.0
16062,LK,Nordhausen,95.3,85355.0
14730,LK,Nordsachsen,87.2,197605.0
13074,LK,Nordwestmecklenburg,86.3,156270.0
3155,LK,Northeim,73.1,134896.0
9564,SK,Nürnberg,99.9,509975.0
9574,LK,Nürnberger,100.0,167643.0
9780,LK,Oberallgäu,84.8,152672.0
5374,LK,Oberbergischer,96.5,273452.0
5119,SK,Oberhausen,-56.2,210934.0
12065,LK,Oberhavel,99.6,207524.0
12066,LK,Oberspreewald-Lausitz,92.30000000000001,112450.0
6437,LK,Odenwaldkreis,95.89999999999999,97000.0
12067,LK,Oder-Spree,61.5,182397.0
6413,SK,Offenbach,96.2,123734.0
6438,LK,Offenbach,65.9,347357.0
3403,SK,Oldenburg,92.2,163830.0
3458,LK,Oldenburg,100.0,128608.0
5966,LK,Olpe,100.0,136365.0
8317,LK,Ortenaukreis,99.8,420106.0
3404,SK,Osnabrück,83.7,162403.0
3459,LK,Osnabrück,99.9,358079.0
8136,LK,Ostalbkreis,-64.1,312650.0
9777,LK,Ostallgäu,99.7,137709.0
3356,LK,Osterholz,-58.4,113579.0
1055,LK,Ostholstein,99.6,199574.0
12068,LK,Ostprignitz-Ruppin,96.7,99110.0
5774,LK,Paderborn,99.9,304332.0
9262,SK,Passau,99.6,50566.0
9275,LK,Passau,100.0,188336.0
3157,LK,Peine,100.0,132320.0
9186,LK,Pfaffenhofen,97.6,124128.0
8231,SK,Pforzheim,95.1,122247.0
1056,LK,Pinneberg,96.3,307471.0
7317,SK,Pirmasens,89.60000000000001,40125.0
1057,LK,Plön,98.1,128304.0
12054,SK,Potsdam,100.0,167745.0
12069,LK,Potsdam-Mittelmark,99.7,210910.0
12070,LK,Prignitz,91.0,77573.0
8216,LK,Rastatt,57.099999999999994,227474.0
8436,LK,Ravensburg,-52.5,279296.0
5562,LK,Recklinghausen,96.0,617807.0
9276,LK,Regen,-88.9,76812.0
9362,SK,Regensburg,65.3,145465.0
9375,LK,Regensburg,67.10000000000001,189390.0
8119,LK,Rems-Murr-Kreis,90.3,419456.0
5120,SK,Remscheid,91.2,109499.0
1058,LK,Rendsburg-Eckernförde,98.2,270378.0
8415,LK,Reutlingen,98.7,282113.0
5362,LK,Rhein-Erft-Kreis,98.6,466657.0
7140,LK,Rhein-Hunsrück-Kreis,-75.2,102529.0
5162,LK,Rhein-Kreis,98.3,450026.0
7141,LK,Rhein-Lahn-Kreis,57.599999999999994,123543.0
8226,LK,Rhein-Neckar-Kreis,72.0,541859.0
7338,LK,Rhein-Pfalz-Kreis,99.8,151546.0
5382,LK,Rhein-Sieg-Kreis,96.89999999999999,596213.0
6439,LK,Rheingau-Taunus-Kreis,-57.6,184114.0
5378,LK,Rheinisch-Bergischer,89.3,282729.0
9673,LK,Rhön-Grabfeld,99.2,79723.0
9163,SK,Rosenheim,99.9,61844.0
9187,LK,Rosenheim,99.8,256074.0
13003,SK,Rostock,91.8,206011.0
13072,LK,Rostock,50.8,213473.0
3357,LK,Rotenburg,-68.8,163253.0
9576,LK,Roth,99.6,125140.0
9277,LK,Rottal-Inn,100.0,119218.0
8325,LK,Rottweil,100.0,137500.0
16074,LK,Saale-Holzland-Kreis,75.7,86184.0
16075,LK,Saale-Orla-Kreis,100.0,82951.0
15088,LK,Saalekreis,99.8,186431.0
16073,LK,Saalfeld-Rudolstadt,79.5,109278.0
10045,LK,Saar-Pfalz-Kreis,99.7,144584.0
10044,LK,Saarlouis,99.7,197009.0
3102,SK,Salzgitter,99.1,101079.0
15089,LK,Salzlandkreis,-50.3,196695.0
10046,LK,Sankt,61.5,88892.0
3257,LK,Schaumburg,57.599999999999994,156206.0
1059,LK,Schleswig-Flensburg,97.0,196839.0
16066,LK,Schmalkalden-Meiningen,67.0,124623.0
9565,SK,Schwabach,99.2,40428.0
6634,LK,Schwalm-Eder-Kreis,87.8,180310.0
9376,LK,Schwandorf,99.8,144864.0
8326,LK,Schwarzwald-Baar-Kreis,87.4,209648.0
9662,SK,Schweinfurt,100.0,51969.0
9678,LK,Schweinfurt,98.8,114813.0
13004,SK,Schwerin,84.8,96800.0
8127,LK,Schwäbisch,73.3,191614.0
1060,LK,Segeberg,100.0,267503.0
5970,LK,Siegen-Wittgenstein,-55.5,280800.0
8437,LK,Sigmaringen,99.5,130772.0
5974,LK,Soest,84.8,302995.0
5122,SK,Solingen,96.0,158726.0
16072,LK,Sonneberg,100.0,56818.0
7318,SK,Speyer,83.8,50284.0
12071,LK,Spree-Neiße,-61.0,117635.0
3359,LK,Stade,75.5,200054.0
10041,LK,Stadtverband,100.0,327380.0
9188,LK,Starnberg,84.39999999999999,133621.0
1061,LK,Steinburg,97.1,131457.0
5566,LK,Steinfurt,98.3,443374.0
15090,LK,Stendal,100.0,115262.0
1062,LK,Stormarn,99.7,239614.0
9263,SK,Straubing,97.7,46806.0
9278,LK,Straubing-Bogen,99.9,98806.0
8111,SK,Stuttgart,-77.6,623738.0
16054,SK,Suhl,57.599999999999994,36778.0
14628,LK,Sächsische,100.0,247412.0
16068,LK,Sömmerda,98.1,70600.0
7337,LK,Südliche,-57.2,110526.0
7340,LK,Südwestpfalz,99.5,96474.0
12072,LK,Teltow-Fläming,94.39999999999999,163553.0
9377,LK,Tirschenreuth,100.0,73314.0
9189,LK,Traunstein,100.0,174162.0
7211,SK,Trier,99.5,114914.0
7235,LK,Trier-Saarburg,99.7,147999.0
8327,LK,Tuttlingen,100.0,136606.0
8416,LK,Tübingen,94.3,221837.0
12073,LK,Uckermark,99.9,121014.0
3360,LK,Uelzen,95.8,93131.0
8421,SK,Ulm,77.7,122636.0
5978,LK,Unna,77.10000000000001,396035.0
16064,LK,Unstrut-Hainich-Kreis,99.7,105273.0
9778,LK,Unterallgäu,59.8,140419.0
3460,LK,Vechta,100.0,137866.0
3361,LK,Verden,94.3,134645.0
5166,LK,Viersen,69.89999999999999,297661.0
6535,LK,Vogelsbergkreis,92.9,107256.0
14523,LK,Vogtlandkreis,99.9,232318.0
13075,LK,VorpommernGreifswald,98.1,238358.0
13073,LK,VorpommernRügen,99.1,224820.0
7233,LK,Vulkaneifel,53.1,60794.0
6635,LK,Waldeck-Frankenberg,89.0,157592.0
8337,LK,Waldshut,97.5,167861.0
5570,LK,Warendorf,-87.9,277431.0
16063,LK,Wartburgkreis,94.19999999999999,125655.0
9363,SK,Weiden,99.7,42055.0
9190,LK,Weilheim-Schongau,64.4,132906.0
16055,SK,Weimar,92.10000000000001,64131.0
16071,LK,Weimarer,94.5,82127.0
9577,LK,Weißenburg-Gunzenhausen,99.5,93342.0
6636,LK,Werra-Meißner-Kreis,99.7,100715.0
5170,LK,Wesel,-93.0,462664.0
3461,LK,Wesermarsch,99.9,89239.0
7143,LK,Westerwaldkreis,51.2,200302.0
6440,LK,Wetteraukreis,90.4,301931.0
6414,SK,Wiesbaden,97.0,276218.0
3405,SK,Wilhelmshaven,-74.4,75995.0
15091,LK,Wittenberg,100.0,128447.0
3462,LK,Wittmund,80.10000000000001,57173.0
3158,LK,Wolfenbüttel,100.0,120981.0
3103,SK,Wolfsburg,100.0,124045.0
7319,SK,Worms,81.69999999999999,82102.0
9479,LK,Wunsiedel,100.0,73185.0
5124,SK,Wuppertal,95.8,350046.0
9663,SK,Würzburg,82.3,124873.0
9679,LK,Würzburg,97.8,160427.0
8417,LK,Zollernalbkreis,99.6,188595.0
7320,SK,Zweibrücken,98.6,34260.0
14524,LK,Zwickau,99.2,324534.0
