,Unnamed: 0,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Day Prediction Mean,Trend 7Day Prediction Mean 100k,Trend 7Day Prediction Q25,Trend 7Day Prediction Q25 100k,Trend 7Day Prediction Q75,Trend 7Day Prediction Q75 100k,Trend 7Day Prediction Q5,Trend 7Day Prediction Q5 100k,Trend 7Day Prediction Q95,Trend 7Day Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
0,2020-08-21,1.0843587,0.6941850642760983,0,0.0,2,1.280360549530748,0,0.0,4,2.560721099061496,0.79471165,0.5087587396701565,0,0.0,1,0.640180274765374,0,0.0,3,1.920540824296122,,,,,,,,,,,2.0,,False,False,False
1,2020-08-22,0.56706226,0.363022081728559,0,0.0,1,0.640180274765374,0,0.0,2,1.280360549530748,0.8543638,0.5469468305818737,0,0.0,1,0.640180274765374,0,0.0,3,1.920540824296122,,,,,,,,,,,1.0,,False,False,False
2,2020-08-23,0.55314016,0.3541094201864325,0,0.0,1,0.640180274765374,0,0.0,2,1.280360549530748,0.9197448,0.5888024588784901,0,0.0,1,0.640180274765374,0,0.0,3,1.920540824296122,,,,,,,,,,,1.0,,False,False,False
3,2020-08-24,0.9364445,0.5994932962494204,0,0.0,1,0.640180274765374,0,0.0,3,1.920540824296122,0.9914799,0.6347258477035211,0,0.0,1,0.640180274765374,0,0.0,3,1.920540824296122,,,,,,,,,,,0.0,,False,False,False
4,2020-08-25,1.3008511,0.8327791874762625,0,0.0,2,1.280360549530748,0,0.0,4,2.560721099061496,1.0702747,0.6851687430753373,0,0.0,2,1.280360549530748,0,0.0,4,2.560721099061496,,,,,,,,,,,2.0,,False,False,False
5,2020-08-26,1.6940352,1.0844879398064222,0,0.0,3,1.920540824296122,0,0.0,5,3.20090137382687,1.1569211,0.7406380973407067,0,0.0,2,1.280360549530748,0,0.0,4,2.560721099061496,,,,,,,,,,,1.0,,False,False,False
6,2020-08-27,1.6578841,1.061344755726168,0,0.0,2,1.280360549530748,0,0.0,5,3.20090137382687,1.2523085,0.8017032087082043,0,0.0,2,1.280360549530748,0,0.0,4,2.560721099061496,7.039807225584984,4.506745723970259,4.0,2.560721099061496,9.0,5.761622472888365,2.0,1.280360549530748,15.0,9.602704121480608,0.0,7.0,False,False,False
7,2020-08-28,1.7683758,1.1320792509650346,0,0.0,3,1.920540824296122,0,0.0,6,3.841081648592244,1.3574417,0.869007362780394,0,0.0,2,1.280360549530748,0,0.0,4,2.560721099061496,7.602536910772324,4.866994168452123,4.0,2.560721099061496,10.0,6.40180274765374,2.0,1.280360549530748,16.0,10.242884396245984,1.0,6.0,False,False,False
8,2020-08-29,1.0378528,0.6644128461630316,0,0.0,2,1.280360549530748,0,0.0,4,2.560721099061496,1.4734504,0.943273880693596,0,0.0,2,1.280360549530748,0,0.0,5,3.20090137382687,8.221623287439346,5.263321055170318,5.0,3.20090137382687,10.0,6.40180274765374,2.0,1.280360549530748,16.0,10.242884396245984,1.0,6.0,False,False,False
9,2020-08-30,1.0629134,0.6804561962781008,0,0.0,2,1.280360549530748,0,0.0,4,2.560721099061496,1.6016138,1.025321580527816,0,0.0,2,1.280360549530748,0,0.0,5,3.20090137382687,8.903492615938188,5.699840349242787,5.0,3.20090137382687,11.0,7.041983022419113,3.0,1.920540824296122,17.0,10.883064671011356,0.0,5.0,False,False,False
