,Unnamed: 0,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Day Prediction Mean,Trend 7Day Prediction Mean 100k,Trend 7Day Prediction Q25,Trend 7Day Prediction Q25 100k,Trend 7Day Prediction Q75,Trend 7Day Prediction Q75 100k,Trend 7Day Prediction Q5,Trend 7Day Prediction Q5 100k,Trend 7Day Prediction Q95,Trend 7Day Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
0,2020-10-07,10.79878,3.5088887671008706,5,1.6246689736966091,14,4.549073126350506,1,0.3249337947393219,26,8.448278663222368,10.063124,3.269848821219057,5,1.6246689736966091,14,4.549073126350506,2,0.6498675894786438,25,8.123344868483047,,,,,,,,,,,9.0,,False,False,False
1,2020-10-08,13.5246105,4.394603092805482,6,1.9496027684359312,18,5.848808305307794,2,0.6498675894786438,31,10.072947636918975,10.95088,3.558311072993092,5,1.6246689736966091,15,4.874006921089828,1,0.3249337947393219,27,8.77321245796169,,,,,,,,,,,13.0,,False,False,False
2,2020-10-09,11.836051,3.8459329516626894,6,1.9496027684359312,16,5.19894071582915,2,0.6498675894786438,29,9.423080047440331,11.924666,3.87472719012294,5,1.6246689736966091,16,5.19894071582915,2,0.6498675894786438,29,9.423080047440331,,,,,,,,,,,17.0,,False,False,False
3,2020-10-10,9.294659,3.0201486879377626,4,1.2997351789572875,13,4.224139331611184,1,0.3249337947393219,23,7.473477279004403,12.993411,4.221998460707255,7,2.274536563175253,18,5.848808305307794,2,0.6498675894786438,31,10.072947636918975,,,,,,,,,,,19.0,,False,False,False
4,2020-10-11,8.078763,2.6250630980939604,4,1.2997351789572875,11,3.5742717421325403,1,0.3249337947393219,20,6.498675894786437,14.167008,4.603339766617864,6,1.9496027684359312,20,6.498675894786437,2,0.6498675894786438,33,10.72281522639762,,,,,,,,,,,1.0,,False,False,False
5,2020-10-12,9.551361,3.103560084127821,4,1.2997351789572875,14,4.549073126350506,1,0.3249337947393219,23,7.473477279004403,15.456459,5.022325785830617,8,2.599470357914575,20,6.498675894786437,3,0.9748013842179656,38,12.347484200094232,,,,,,,,,,,10.0,,False,False,False
6,2020-10-13,17.326426,5.629941369988956,9,2.924404152653897,23,7.473477279004403,3,0.9748013842179656,41,13.322285584312196,16.873953,5.482917549670674,8,2.599470357914575,22,7.148543484265081,3,0.9748013842179656,39,12.672417994833552,92.42951565933228,30.03347326910441,67.0,21.77056424753457,111.0,36.067651216064725,48.0,15.59682214748745,159.0,51.66447336355217,18.0,87.0,False,False,False
7,2020-10-14,22.179087,7.206734881037846,11,3.5742717421325403,30,9.748013842179656,4,1.2997351789572875,52,16.896557326444736,18.433084,5.989531928207725,9,2.924404152653897,26,8.448278663222368,3,0.9748013842179656,44,14.29708696853016,100.7994743423462,32.75315570578746,76.0,24.694968400188465,122.0,39.64192295819727,52.0,16.896557326444736,167.0,54.26394372146675,16.0,94.0,False,False,False
8,2020-10-15,28.6588,9.31221293285489,14,4.549073126350506,38,12.347484200094232,5,1.6246689736966091,69,22.420431837013208,20.148888,6.547054363181815,10,3.2493379473932187,28,9.098146252701012,4,1.2997351789572875,49,15.921755942226772,109.9974987335205,35.74190467531657,83.0,26.96950496336371,131.0,42.56632711085116,58.0,18.846160094880663,183.0,59.4628844372959,27.0,108.0,False,False,False
9,2020-10-16,24.213984,7.867941894801333,12,3.8992055368718623,32,10.3978814316583,5,1.6246689736966091,58,18.846160094880663,22.038176,7.160948007367551,12,3.8992055368718623,29,9.423080047440331,5,1.6246689736966091,52,16.896557326444736,120.11101126861573,39.02812668148876,91.0,29.56897532127829,144.0,46.79046644246235,63.0,20.47082906857728,198.0,64.33689135838573,13.0,104.0,False,False,False
10,2020-10-17,18.872889,6.132439011707902,10,3.2493379473932187,25,8.123344868483047,3,0.9748013842179656,46,14.946954558008803,24.119572,7.837264274712652,12,3.8992055368718623,32,10.3978814316583,4,1.2997351789572875,55,17.871358710662705,131.23717782592774,42.64339420185789,102.0,33.143247063410826,157.0,51.01460577407353,71.0,23.070299426491854,206.0,66.93636171630031,16.0,101.0,False,False,False
11,2020-10-18,16.403044,5.329903069650754,8,2.599470357914575,22,7.148543484265081,2,0.6498675894786438,39,12.672417994833552,26.413883,8.582763257436454,13,4.224139331611184,35,11.372682815876264,5,1.6246689736966091,59,19.17109388961999,143.48404228973388,46.622814345740565,112.0,36.39258501080405,171.0,55.56367890042404,80.0,25.99470357914575,220.0,71.48543484265082,4.0,104.0,False,False,False
12,2020-10-19,19.064642,6.194746674736962,10,3.2493379473932187,27,8.77321245796169,3,0.9748013842179656,45,14.622020763269482,28.944231,9.404958836967126,14,4.549073126350506,39,12.672417994833552,6,1.9496027684359312,71,23.070299426491854,156.9717975616455,51.00544184875811,124.0,40.29179054767591,186.0,60.437685821513874,85.0,27.61937255284236,241.0,78.30904453217656,22.0,116.0,False,False,False
13,2020-10-20,33.911964,11.019143130397424,18,5.848808305307794,46,14.946954558008803,7,2.274536563175253,74,24.045100810709812,31.7364,10.312229278497398,16,5.19894071582915,43,13.972153173790842,6,1.9496027684359312,75,24.37003460544914,171.83421558380127,55.834743735699256,135.0,43.86606228980845,204.0,66.28649412682165,93.0,30.218842910756937,272.0,88.38199216909554,44.0,142.0,False,False,False
14,2020-10-21,43.396282,14.10091936122626,22,7.148543484265081,57,18.521226300141347,9,2.924404152653897,97,31.518578089714214,34.819134,11.313913273625076,17,5.523874510568471,47,15.271888352748128,6,1.9496027684359312,81,26.319637373885072,188.2202656097412,61.15912515141629,147.0,47.76526782668032,224.0,72.7851700216081,104.0,33.79311465288947,298.0,96.83027083231792,34.0,160.0,False,False,False
15,2020-10-22,57.340668,18.63192010205239,30,9.748013842179656,74,24.045100810709812,12,3.8992055368718623,135,43.86606228980845,38.2245,12.420430721249431,20,6.498675894786437,53,17.22149112118406,8,2.599470357914575,89,28.919107731799645,206.29589929199216,67.03250939610801,161.0,52.31434095303082,245.0,79.60877971113385,119.0,38.6671215739793,335.0,108.85282123767284,60.0,193.0,False,False,False
16,2020-10-23,50.355953,16.362351016141474,24,7.798411073743725,64,20.7957628633166,10,3.2493379473932187,119,38.6671215739793,41.988403,13.643450802192092,21,6.823609689525759,57,18.521226300141347,9,2.924404152653897,100,32.49337947393219,226.24608836364743,73.5150000369279,175.0,56.86341407938133,270.0,87.73212457961691,130.0,42.24139331611184,364.0,118.27590128511316,41.0,221.0,False,False,False
17,2020-10-24,41.054893,13.340121950022876,21,6.823609689525759,53,17.22149112118406,8,2.599470357914575,98,31.843511884453545,46.150593,14.99588688602671,23,7.473477279004403,57,18.521226300141347,11,3.5742717421325403,109,35.41778362658608,248.2770890197754,80.67361668202804,188.0,61.08755341099251,297.0,96.5053370375786,136.0,44.19099608454777,398.0,129.3236503062501,33.0,238.0,False,False,False
18,2020-10-25,36.05567,11.715706204995511,17,5.523874510568471,47,15.271888352748128,6,1.9496027684359312,89,28.919107731799645,50.75581,16.492277791257948,26,8.448278663222368,68,22.095498042273885,10,3.2493379473932187,127,41.26659193189388,272.61900639343264,88.58312826548152,207.0,67.26129551103962,326.0,105.92841708501892,146.0,47.44033403194099,449.0,145.8952738379555,27.0,261.0,False,False,False
19,2020-10-26,39.553913,12.85240286961198,20,6.498675894786437,52,16.896557326444736,8,2.599470357914575,99,32.168445679192864,55.85388,18.148813978768885,28,9.098146252701012,75,24.37003460544914,12,3.8992055368718623,138,44.840863674026416,299.5286789245605,97.3269902762134,227.0,73.75997140582606,361.0,117.3010999008952,158.0,51.33953956881286,502.0,163.11676495913957,57.0,296.0,False,False,False
20,2020-10-27,68.613434,22.29482342954725,33,10.72281522639762,91,29.56897532127829,12,3.8992055368718623,170,55.23874510568472,61.500694,19.98365332838148,27,8.77321245796169,78,25.344835989667104,11,3.5742717421325403,144,46.79046644246235,329.2929176330566,106.99839730729204,245.0,79.60877971113385,395.0,128.34884892203212,170.0,55.23874510568472,538.0,174.81438156975517,81.0,333.0,False,False,False
21,2020-10-28,86.98719,28.26507843565196,42,13.64721937905152,116,37.69232018976133,17,5.523874510568471,216,70.18569966369353,67.75832,22.016969160176814,34,11.047749021136942,90,29.244041526538965,15,4.874006921089828,166,53.93900992672742,362.23212231445314,117.70145808011344,264.0,85.78252181118097,436.0,141.67113450634432,186.0,60.437685821513874,613.0,199.18441617520432,93.0,392.0,True,False,False
22,2020-10-29,113.9949,37.04079717863351,57,18.521226300141347,148,48.09020162141963,23,7.473477279004403,286,92.93106529544605,74.69683,24.271525035146624,37,12.022550405354908,97,31.518578089714214,16,5.19894071582915,177,57.51328166885997,398.70444192504885,129.5525472941297,287.0,93.25599909018536,482.0,156.61808906435311,205.0,66.61142792156099,673.0,218.6804438595636,72.0,404.0,True,False,False
23,2020-10-30,102.04206,33.156914287246764,48,15.59682214748745,130,42.24139331611184,20,6.498675894786437,238,77.3342431479586,82.39436,26.772712590172887,38,12.347484200094232,106,34.44298224236812,16,5.19894071582915,206,66.93636171630031,439.110336151123,142.68178783484362,315.0,102.35414534288638,531.0,172.5398450065799,219.0,71.1605010479115,778.0,252.7984923071924,97.0,460.0,True,False,False
