,countyID,newInf100k,7DayInf100k,newInf100k_RKI,7DayInf100k_RKI,newInfRaw,7DayInfRaw,newInfRaw_RKI,7DayInfRaw_RKI
0,03159,269.8949723979101,1263.9810899721615,204.22530937251548,891.5512019858105,889.406494140625,4165.298004272461,673,2938.0
1,09576,404.61660479325656,1869.979613067739,218.15566565446701,1431.1970592935913,506.33721923828125,2340.0924877929688,273,1791.0
2,07334,400.6369269761416,1633.3977353964926,148.46468661382687,1482.290283811065,510.0228271484375,2079.364319091797,189,1887.0
3,06631,455.7639173598114,1995.282617305948,183.52624788763106,1601.7662129994728,1003.2822265625,4392.255531127929,404,3526.0
4,10046,590.982451295357,2617.5421354606838,359.9874004409846,1888.808891688791,525.3361206054688,2326.785555053711,320,1679.0
5,01058,370.8346590597816,1768.81579714362,210.0762636013285,1337.0170649978918,1002.6553344726562,4782.488776000977,568,3615.0
6,03459,446.26236158998785,1986.736527152528,145.21935103706164,1443.256934922182,1597.9718017578125,7114.0862890625,520,5168.0
7,05316,355.06521841664016,1477.0106973397062,182.27748995332962,1038.003021646981,580.4854736328125,2414.7204787597657,298,1697.0
8,15089,335.8216078311281,1650.8919035933548,107.27268105442437,805.3077099061999,660.5443115234375,3247.221829772949,211,1584.0
9,04011,414.65822232467025,1693.6202057617454,175.07857009600622,1282.7734167587503,2311.5703125,9441.322943847656,976,7151.0
10,05966,275.6452660082774,1293.7037111236962,225.86440802258645,1164.5216881164522,375.8836669921875,1764.159065673828,308,1588.0
11,09174,424.5920430914005,1836.9832159817329,293.9010510812077,1456.7851643569659,634.213134765625,2743.901829711914,439,2176.0
12,08121,388.8596828354594,1599.307022780063,154.20137557417576,1136.5212496022584,476.6136474609375,1960.2226386108398,189,1393.0
13,12072,283.3961836255392,1365.4315696844542,69.09075345606622,863.9401294993061,463.5029602050781,2233.2042951660155,113,1413.0
14,07135,463.7248494186361,2068.3189295608104,197.14381882002212,1535.4778734112292,289.32257080078125,1290.444863342285,123,958.0
15,09478,597.8420338549481,2636.6323012624625,325.55697247018225,1957.8426224589302,398.4916076660156,1757.4472604064943,217,1305.0
16,05770,663.1987077743172,2359.302259975568,262.89730075067877,1836.4478517808657,2076.1435546875,7385.795724853516,823,5749.0
17,15003,481.7947547777211,1742.1896662906513,229.08243998252183,1336.3142332313776,1135.7010498046875,4106.741747070312,540,3150.0
18,12069,311.7304841686768,1423.2766639275749,96.24958513109857,837.323977051823,657.4707641601562,3001.8328118896484,203,1766.0
19,08315,404.5622654971915,1856.021964508837,64.50534889233435,1069.7784668710633,1041.1126708984375,4776.342604125976,166,2753.0
20,05114,262.7187957346187,1204.483038787034,131.0272536687631,968.713356784991,591.49560546875,2711.8212928466796,295,2181.0
21,05958,347.38116995032453,1599.43694643736,205.48828110190246,1409.6041127986593,916.259521484375,4218.706878662109,542,3718.0
22,08211,293.73033712322285,1446.11617013658,162.48153618906943,1094.9039881831611,159.0843505859375,783.2165177459717,88,593.0
23,09661,547.3055090406704,2278.9407519477454,291.3634650508799,1709.0424144029223,377.5641784667969,1572.1500671386718,201,1179.0
24,09672,484.3498912072285,2186.4710718506053,0.0,1350.066921420674,499.393798828125,2254.382863342285,0,1392.0
25,09361,383.04204415216805,1753.2913735455024,126.60949332314088,1285.2058001481093,160.34523010253906,733.9453018798828,53,538.0
26,07231,453.6898857526318,1948.6947237117038,168.11531995564619,1262.6533605179384,507.3523254394531,2179.1863356323242,188,1412.0
27,05124,323.24647404600034,1382.335668486807,175.11984139227417,993.2980236883153,1131.5113525390625,4838.810714111328,613,3477.0
