,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Day Prediction Mean,Trend 7Day Prediction Mean 100k,Trend 7Day Prediction Q25,Trend 7Day Prediction Q25 100k,Trend 7Day Prediction Q75,Trend 7Day Prediction Q75 100k,Trend 7Day Prediction Q5,Trend 7Day Prediction Q5 100k,Trend 7Day Prediction Q95,Trend 7Day Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2022-06-18,6.2898,8.18856424302794,1,1.3018799145966775,8,10.41503931677342,0,0.0,26,33.84887777951362,37.158966,48.376512131653726,6,7.811279487580065,44,57.28271624225381,0,0.0,124,161.43310940998802,,,,,,,,,,,0.0,,False,False,False
2022-06-19,12.118044,15.776237705722451,2,2.603759829193355,16,20.83007863354684,0,0.0,44,57.28271624225381,37.458565,48.766552936285734,7,9.113159402176743,46,59.88647607144717,1,1.3018799145966775,119,154.92370983700465,,,,,,,,,,,0.0,,False,False,False
2022-06-20,46.464695,60.491455951705575,10,13.018799145966776,62,80.71655470499401,1,1.3018799145966775,166,216.11206582304848,37.82427,49.24265667796135,8,10.41503931677342,52,67.69775555902724,1,1.3018799145966775,124,161.43310940998802,,,,,,,,,,,133.0,,False,True,False
2022-06-21,114.96645,149.67251336202025,22,28.641358121126906,151,196.58386710409835,2,2.603759829193355,400,520.751965838671,38.25849,49.807963659986854,8,10.41503931677342,51,66.39587564443056,1,1.3018799145966775,132,171.84814872676145,,,,,,,,,,,106.0,,False,False,False
2022-06-22,124.82783,162.51084161922336,26,33.84887777951362,164,213.50830599385515,4,5.20751965838671,428,557.2046034473781,38.76409,50.46619335189462,7,9.113159402176743,46,59.88647607144717,1,1.3018799145966775,115,149.71619017861792,,,,,,,,,,,70.0,,False,False,False
2022-06-23,81.658424,106.30945907905698,15,19.528198718950165,105,136.69739103265115,2,2.603759829193355,273,355.413216684893,39.344223,51.22145521454513,8,10.41503931677342,52,67.69775555902724,1,1.3018799145966775,134,174.45190855595482,,,,,,,,,,,87.0,,False,False,False
2022-06-24,66.61372,86.72307012602687,16,20.83007863354684,93,121.07483205749101,2,2.603759829193355,237,308.5455397594126,40.002632,52.07862122915685,9,11.716919231370099,52,67.69775555902724,1,1.3018799145966775,121,157.527469666198,268.8112777786255,349.9600033570607,160.0,208.30078633546842,324.0,421.8090923293235,92.0,119.77295214289434,564.0,734.2602718325261,79.0,475.0,False,False,False
2022-06-25,6.907595,8.992859511636198,1,1.3018799145966775,9,11.716919231370099,0,0.0,23,29.943238035723585,40.743343,53.042941726744175,8,10.41503931677342,54,70.3015153882206,1,1.3018799145966775,136,177.05566838514815,272.39563829803467,354.6264103239528,163.0,212.20642607925845,332.0,432.22413164609696,91.0,118.47107222829766,566.0,736.8640316617195,0.0,475.0,False,False,False
2022-06-26,13.83714,18.01429461920634,3,3.9056397437900325,18,23.433838462740198,0,0.0,44,57.28271624225381,41.571014,54.1204703040421,9,11.716919231370099,56,72.90527521741394,1,1.3018799145966775,134,174.45190855595482,276.50809222412107,359.98033149002896,169.0,220.01770556683852,330.0,429.62037181690357,95.0,123.67859188668437,548.0,713.4301931989794,0.0,475.0,False,False,False
2022-06-27,54.62621,71.1167638655752,13,16.92443888975681,71,92.43347393636411,1,1.3018799145966775,174,226.5271051398219,42.49085,55.31798233278096,9,11.716919231370099,55,71.60339530281726,1,1.3018799145966775,131,170.54626881216475,281.17467543029784,366.0556624359447,174.0,226.5271051398219,334.0,434.82789147529036,97.0,126.28235171587774,541.0,704.3170337968025,147.0,489.0,False,True,False
2022-06-28,132.7672,172.8469505906105,29,37.75451752330365,172,223.92334531062852,3,3.9056397437900325,424,551.9970837889913,43.508564,56.64292839355767,9,11.716919231370099,62,80.71655470499401,1,1.3018799145966775,151,196.58386710409835,286.42472686767576,372.8905989528664,179.0,233.03650471280528,351.0,456.95985002343383,101.0,131.48987137426442,560.0,729.0527521741394,147.0,530.0,False,False,False
2022-06-29,141.9,184.7367500886321,30,39.05639743790033,187,243.4515440295787,3,3.9056397437900325,467,607.9779201166484,44.63051,58.10356233268976,10,13.018799145966776,58,75.5090350466073,1,1.3018799145966775,128,166.64062906837472,292.29117568969724,380.5280108442655,181.0,235.64026454199868,356.0,463.4692495964173,105.0,136.69739103265115,584.0,760.2978701244597,95.0,555.0,False,False,False
