countyID,LKType,LKName,probText,n_people
5334,StädteRegion,Aachen,-54.9,553922.0
7131,LK,Ahrweiler,-53.5,127770.0
9771,LK,Aichach-Friedberg,-91.9,130916.0
8425,LK,Alb-Donau-Kreis,-98.4,192104.0
16077,LK,Altenburger,-82.7,92344.0
7132,LK,Altenkirchen,-100.0,129171.0
15081,LK,Altmarkkreis,-75.5,86164.0
9171,LK,Altötting,-97.9,108485.0
7331,LK,Alzey-Worms,-80.4,127274.0
9361,SK,Amberg,-87.5,41861.0
9371,LK,Amberg-Sulzbach,-97.6,103568.0
3451,LK,Ammerland,-92.6,121435.0
15082,LK,Anhalt-Bitterfeld,62.5,164817.0
9561,SK,Ansbach,-88.6,41159.0
9571,LK,Ansbach,-96.1,181314.0
9661,SK,Aschaffenburg,-75.4,68986.0
9671,LK,Aschaffenburg,-59.2,173695.0
9761,SK,Augsburg,-95.6,286374.0
9772,LK,Augsburg,-73.8,245600.0
3452,LK,Aurich,-58.1,189199.0
7133,LK,Bad,-60.5,156821.0
7332,LK,Bad,-77.7,132203.0
9173,LK,Bad,-96.8,124930.0
9672,LK,Bad,50.6,103106.0
8211,SK,Baden-Baden,-65.2,54160.0
9461,SK,Bamberg,-100.0,73331.0
9471,LK,Bamberg,-73.8,145570.0
12060,LK,Barnim,-59.5,177411.0
14625,LK,Bautzen,-95.1,306273.0
9462,SK,Bayreuth,-58.900000000000006,72148.0
9472,LK,Bayreuth,-56.4,104306.0
9172,LK,Berchtesgadener,78.5,103907.0
6431,LK,Bergstraße,-98.8,266928.0
11001,SK,Berlin,-89.9,357637.0
11002,SK,Berlin,-80.9,272385.0
11003,SK,Berlin,-83.7,384810.0
11004,SK,Berlin,-81.1,308373.0
11005,SK,Berlin,72.7,229577.0
11006,SK,Berlin,-62.2,284240.0
11007,SK,Berlin,-86.7,332821.0
11008,SK,Berlin,-88.2,320017.0
11009,SK,Berlin,-93.5,249754.0
11010,SK,Berlin,57.099999999999994,256166.0
11011,SK,Berlin,-61.5,273455.0
11012,SK,Berlin,-88.6,250796.0
7231,LK,Bernkastel-Wittlich,-97.3,111828.0
8426,LK,Biberach,-92.5,194019.0
5711,SK,Bielefeld,-88.1,333090.0
7134,LK,Birkenfeld,-99.7,80615.0
7232,LK,Bitburg-Prüm,-74.9,97180.0
5911,SK,Bochum,-78.4,364742.0
8435,LK,Bodenseekreis,-59.699999999999996,212201.0
5314,SK,Bonn,-89.9,318809.0
5554,LK,Borken,-97.4,369666.0
5512,SK,Bottrop,-95.9,117143.0
12051,SK,Brandenburg,84.3,71574.0
3101,SK,Braunschweig,-78.6,251364.0
8315,LK,Breisgau-Hochschwarzwald,-91.1,257343.0
4011,SK,Bremen,-91.6,557464.0
4012,SK,Bremerhaven,-95.3,114025.0
15084,LK,Burgenlandkreis,-90.6,184081.0
8115,LK,Böblingen,-98.0,381281.0
15083,LK,Börde,-93.6,173473.0
8235,LK,Calw,-76.5,155359.0
3351,LK,Celle,51.0,177971.0
9372,LK,Cham,-62.2,126359.0
14511,SK,Chemnitz,51.9,248645.0
3453,LK,Cloppenburg,-92.7,164734.0
9463,SK,Coburg,91.5,41257.0
9473,LK,Coburg,-66.3,86599.0
7135,LK,Cochem-Zell,-88.3,62391.0
5558,LK,Coesfeld,54.2,218401.0
12052,SK,Cottbus,100.0,99687.0
3352,LK,Cuxhaven,-80.9,198103.0
9174,LK,Dachau,-87.4,149370.0
12061,LK,Dahme-Spreewald,83.3,164528.0
6411,SK,Darmstadt,-98.3,155353.0
6432,LK,Darmstadt-Dieburg,-91.2,292773.0
9271,LK,Deggendorf,-60.0,116596.0
3401,SK,Delmenhorst,-75.1,76323.0
15001,SK,Dessau-Roßlau,68.30000000000001,82919.0
3251,LK,Diepholz,-78.9,213976.0
9773,LK,Dillingen,-91.9,94575.0
9279,LK,Dingolfing-Landau,-61.5,94104.0
1051,LK,Dithmarschen,-90.9,132917.0
9779,LK,Donau-Ries,61.9,131345.0
7333,LK,Donnersbergkreis,-92.1,75230.0
5913,SK,Dortmund,-94.1,586181.0
14612,SK,Dresden,-84.5,543825.0
5112,SK,Duisburg,-96.8,491231.0
5358,LK,Düren,-99.4,262828.0
5111,SK,Düsseldorf,-81.4,612178.0
9175,LK,Ebersberg,-84.3,137421.0
16061,LK,Eichsfeld,-67.5,101325.0
9176,LK,Eichstätt,-65.2,128805.0
16056,SK,Eisenach,98.3,42417.0
12062,LK,Elbe-Elster,-64.5,104673.0
3402,SK,Emden,-86.4,50694.0
8316,LK,Emmendingen,71.89999999999999,162082.0
3454,LK,Emsland,-69.9,319488.0
5954,LK,Ennepe-Ruhr-Kreis,-84.7,325954.0
8236,LK,Enzkreis,-98.7,196066.0
9177,LK,Erding,-95.3,133747.0
16051,SK,Erfurt,73.4,210118.0
9562,SK,Erlangen,-99.4,108336.0
9572,LK,Erlangen-Höchstadt,-71.7,134136.0
14521,LK,Erzgebirgskreis,-98.1,347665.0
5113,SK,Essen,-70.1,582624.0
8116,LK,Esslingen,-90.5,524127.0
5366,LK,Euskirchen,-89.8,191165.0
1001,SK,Flensburg,-70.1,85942.0
9474,LK,Forchheim,-85.3,114834.0
7311,SK,Frankenthal,-61.6,48363.0
6412,SK,Frankfurt,-83.5,732688.0
12053,SK,Frankfurt,-96.2,58092.0
8311,SK,Freiburg,-81.2,226393.0
9178,LK,Freising,-65.1,173225.0
8237,LK,Freudenstadt,-98.5,116233.0
9272,LK,Freyung-Grafenau,-63.0,78122.0
3455,LK,Friesland,-97.1,97900.0
6631,LK,Fulda,-75.2,220132.0
9179,LK,Fürstenfeldbruck,-97.0,213481.0
9563,SK,Fürth,-87.8,124171.0
9573,LK,Fürth,-87.4,114291.0
9180,LK,Garmisch-Partenkirchen,-72.7,87385.0
5513,SK,Gelsenkirchen,-85.6,260368.0
16052,SK,Gera,-98.1,96011.0
7334,LK,Germersheim,-95.3,127303.0
6531,LK,Gießen,-67.6,262505.0
3151,LK,Gifhorn,58.599999999999994,174205.0
3153,LK,Goslar,65.60000000000001,138236.0
16067,LK,Gotha,-59.599999999999994,136831.0
3456,LK,Grafschaft,-81.0,135662.0
16076,LK,Greiz,-91.0,101114.0
6433,LK,Groß-Gerau,-94.5,266042.0
8117,LK,Göppingen,-80.2,252749.0
14626,LK,Görlitz,-93.9,260000.0
3159,LK,Göttingen,-82.2,329538.0
9774,LK,Günzburg,-99.8,123153.0
5754,LK,Gütersloh,-66.4,360642.0
5914,SK,Hagen,-92.9,189044.0
15002,SK,Halle,-68.8,236991.0
2000,SK,Hamburg,-59.599999999999994,1787408.0
3252,LK,Hameln-Pyrmont,89.8,148281.0
5915,SK,Hamm,-75.7,179397.0
3241,Region,Hannover,-67.19999999999999,1144481.0
3353,LK,Harburg,-75.0,248122.0
15085,LK,Harz,-59.4,221366.0
12063,LK,Havelland,52.800000000000004,158236.0
9674,LK,Haßberge,57.4,84581.0
3358,LK,Heidekreis,60.6,140264.0
8221,SK,Heidelberg,72.7,156267.0
8135,LK,Heidenheim,-91.0,130527.0
8121,SK,Heilbronn,-93.6,122567.0
8125,LK,Heilbronn,-88.7,334388.0
5370,LK,Heinsberg,62.7,252527.0
3154,LK,Helmstedt,97.3,91500.0
5758,LK,Herford,-76.9,252122.0
5916,SK,Herne,-86.0,155851.0
6632,LK,Hersfeld-Rotenburg,-62.1,121166.0
1053,LK,Herzogtum,66.2,192999.0
16069,LK,Hildburghausen,-68.1,64524.0
3254,LK,Hildesheim,53.7,277055.0
5958,LK,Hochsauerlandkreis,-77.7,263762.0
6434,LK,Hochtaunuskreis,-91.7,233427.0
9464,SK,Hof,-96.6,44660.0
9475,LK,Hof,-94.8,96429.0
8126,LK,Hohenlohekreis,-69.8,110181.0
3255,LK,Holzminden,-98.4,71659.0
5762,LK,Höxter,-65.1,144010.0
16070,LK,Ilm-Kreis,-77.5,109620.0
9161,SK,Ingolstadt,-99.8,132438.0
16053,SK,Jena,-80.9,109527.0
15086,LK,Jerichower,87.8,91693.0
7312,SK,Kaiserslautern,-55.8,98520.0
7335,LK,Kaiserslautern,-81.7,104966.0
8212,SK,Karlsruhe,-93.3,307755.0
8215,LK,Karlsruhe,-92.9,435841.0
6611,SK,Kassel,-84.1,197984.0
6633,LK,Kassel,-89.8,235813.0
9762,SK,Kaufbeuren,-98.6,42731.0
9273,LK,Kelheim,-73.3,118965.0
9763,SK,Kempten,-98.7,66947.0
1002,SK,Kiel,-89.7,246306.0
9675,LK,Kitzingen,-98.8,89306.0
5154,LK,Kleve,-64.9,310337.0
7111,SK,Koblenz,-90.8,112586.0
8335,LK,Konstanz,-72.1,280288.0
5114,SK,Krefeld,53.300000000000004,225144.0
9476,LK,Kronach,-98.0,67916.0
9477,LK,Kulmbach,88.3,72468.0
7336,LK,Kusel,-100.0,70997.0
16065,LK,Kyffhäuserkreis,-99.2,77110.0
5315,SK,Köln,-72.7,1060582.0
6532,LK,Lahn-Dill-Kreis,-71.2,253167.0
7313,SK,Landau,-93.2,45362.0
9181,LK,Landsberg,-99.4,117657.0
9261,SK,Landshut,-69.2,69211.0
9274,LK,Landshut,-70.3,154577.0
3457,LK,Leer,-91.6,167548.0
14713,SK,Leipzig,67.0,560472.0
14729,LK,Leipzig,-58.4,258408.0
