,Unnamed: 0,countyID,newInf100k,7DayInf100k,newInf100k_RKI,7DayInf100k_RKI,newInfRaw,7DayInfRaw,newInfRaw_RKI,7DayInfRaw_RKI
0,0,3159,12.651983184394942,66.20570134303081,2.4276411218129623,46.73209159489953,41.693092346191406,218.1729440917969,8,154.0
1,1,9576,0.9128290833004828,7.718615136589317,0.0,3.1964200095892603,1.142314314842224,9.659074981927873,0,4.0
2,2,7334,1.3362066942949735,8.76172745640682,0.0,10.997384193616805,1.70103120803833,11.153941903829574,0,14.0
3,3,6631,0.864775255375256,6.366298154857239,0.454272890810968,4.54272890810968,1.9036470651626587,14.014259454250336,1,10.0
4,4,10046,0.5284926507033447,4.245129805164687,0.0,3.37488187913423,0.4697876870632171,3.7735807864069937,0,3.0
5,5,1058,0.7634305260181409,5.176727093956753,1.4794103070516091,5.917641228206437,2.064148187637329,13.996731182098388,4,16.0
6,6,3459,4.815723050300123,30.502337464535763,4.747555706980862,26.25119037977653,17.24409294128418,109.222464969635,17,94.0
7,7,5316,1.0343912561632191,7.204935844208493,0.0,4.893355434988715,1.691095232963562,11.77913346362114,0,8.0
8,8,15089,0.1092922351469351,0.8060601061599383,0.0,1.0168026640229797,0.2149723619222641,1.5854799258112908,0,2.0
9,9,4011,3.350934928514232,20.295572471117747,1.973221589196791,33.18599945467331,18.680255889892575,113.14051012039184,11,185.0
10,10,5966,23.09887662638673,123.752410061196,3.666630000366663,52.799472005279945,31.498783111572266,168.75497397994994,5,72.0
11,11,9174,12.052801228865665,72.38427795718663,11.381134096538796,57.57514895896097,18.00326919555664,108.12039598464966,17,86.0
12,12,8121,4.197764009765171,28.135608623236077,3.263521176173032,31.003451173643803,5.145073413848877,34.48497142124176,4,38.0
13,13,12072,1.3265729392926116,8.23711332991718,1.2228451939126763,11.617029342170428,2.169649839401245,13.472045964479449,2,19.0
14,14,7135,0.178884772819065,1.6028388433852334,0.0,1.6027952749595291,0.1116079986095428,1.0000271827764808,0,1.0
15,15,9478,3.7944863236198167,25.711971828365407,1.5002625459455403,37.50656364863851,2.529214859008789,17.13831482219696,1,25.0
16,16,5770,0.651583392062977,4.97129130641448,0.0,6.708193579300431,2.0397818088531494,15.56262743473053,0,21.0
17,17,15003,0.1995070169365291,1.3954834639943912,0.0,0.8484534814167476,0.4702839255332947,3.289475485831499,0,2.0
18,18,12069,3.8966085339817913,24.00219177047862,13.275804845668768,41.24982219904224,8.218337059020996,50.62302266311646,28,87.0
19,19,8315,4.0382266696382905,27.30528883582466,3.8858643911044792,31.86408800705673,10.392093658447266,70.26824944877625,10,82.0
20,20,5114,9.895828162217931,53.50910035361656,4.885762001208116,53.29922183136127,22.279863357543945,120.47252890014649,11,120.0
21,21,5958,1.451069768812688,11.21273665051735,1.1373890097891282,7.203463728664478,3.827370643615722,29.57493844413757,3,19.0
22,22,8211,3.971232973490367,27.81703061155942,0.0,20.31019202363368,2.150819778442383,15.06570377922058,0,11.0
23,23,9661,0.4925270315992052,4.2846126344782975,2.899138955730148,10.146986345055518,0.3397746980190277,2.9557828720211985,2,7.0
24,24,9672,4.250792424052106,27.327746651076584,4.849378309700696,11.63850794328167,4.382822036743164,28.176546462059022,5,12.0
25,25,9361,3.3046514595355974,21.441396213501054,0.0,14.333150187525382,1.3833601474761963,8.975582868933678,0,6.0
26,26,7231,0.8217378777615413,6.1441427445375005,0.0,4.471152126479951,0.9189330339431764,6.870871948361397,0,5.0
27,27,5124,9.608735568135598,48.1036581635958,1.142706958514024,24.282522868423005,33.63499450683594,168.38493125534058,4,85.0
28,28,5154,4.740064076535586,26.916848152387384,5.477915942991007,25.13396726784109,14.710172653198242,83.53293905067444,17,78.0
29,29,8237,20.44510749270189,113.4621844031142,1.7206817341030518,49.8997702889885,23.763961791992188,131.88050079727174,2,58.0
30,30,8222,1.2764037805492754,8.771295024770277,1.6351625351559944,6.213617633592779,3.902987480163574,26.820865926742552,5,19.0
31,31,6435,4.023164031813224,23.644466859625844,2.427443707580421,22.81797085125596,16.573665618896484,97.40479989624023,10,94.0
32,32,8235,9.675552287332032,57.96241446452768,8.367716064083831,60.50502384799078,15.031841278076172,90.04982748794556,13,94.0
33,33,6438,3.1347830500234126,18.49928162249532,1.439441266478004,12.667083145006435,10.888888359069824,64.25854966545106,5,44.0
34,34,9763,4.206177103800249,24.485685257070717,0.0,8.962313471850866,2.8159093856811523,16.39243170905113,0,6.0
35,35,15084,0.6766294951365882,4.260135644322044,2.716195587811887,11.408021468809928,1.2455463409423828,7.842100295424461,5,21.0
36,36,15090,1.6365012630091904,9.078947287931657,1.7351772483559196,10.411063490135517,1.886264085769653,10.464576223015785,2,12.0
37,37,6634,5.057275503515159,31.46534220575063,2.218401641617215,17.192612722533415,9.118773460388184,56.735158531188965,4,31.0
38,38,3252,0.5478126347776863,4.013971014561339,0.6743952360720523,7.418347596792576,0.8123020529747009,5.9519563601017,1,11.0
39,39,5117,0.5074277866833022,3.9432438264056335,2.9537210978390576,14.76860548919529,0.8589636087417603,6.6750442844629285,5,25.0
40,40,15087,0.023006844711765,0.2280956418309858,0.0,0.7071735686806969,0.0325335189700126,0.3225454852003604,0,1.0
41,41,8311,2.496690193191064,17.542575095494154,3.0919683912488463,15.018132186065824,5.652331829071045,39.71516203594208,7,34.0
42,42,9773,13.93385788072772,77.74626755619882,4.229447528416601,24.31932328839545,13.177946090698242,73.52853254127503,4,23.0
43,43,5374,1.9671946152365285,12.777159672735689,1.8284744671825404,16.090575311206354,5.379333019256592,34.939398668289186,5,44.0
44,44,3154,4.496695825962421,24.661445603605173,0.0,41.53005464480874,4.114476680755615,22.565222727298732,0,38.0
45,45,9262,1.9802085509223093,14.190029532161688,3.95522683225883,11.86568049677649,1.001312255859375,7.175330333232879,2,6.0
46,46,9471,1.311037348318601,10.571353385235046,4.121728378099883,12.365185134299647,1.908477067947388,15.388719122886656,6,18.0
47,47,15086,0.2068443945161364,1.4834549918965965,0.0,1.0905957924814325,0.189661830663681,1.3602243857197462,0,1.0
48,48,3354,0.1904439475973535,1.2150797883146964,0.0,3.989786147462496,0.0954657420516014,0.609095196286391,0,2.0
49,49,9463,6.986134767179838,35.2266791239184,4.847662214896866,12.119155537242165,2.8822696208953857,14.533471006155017,2,5.0
50,50,9461,9.747749019925092,54.62689191313094,2.727359506893401,34.09199383616752,7.1481218338012695,40.05844610881805,2,25.0
51,51,6533,0.8859675281789279,6.290898566883343,0.5816591244866858,8.724886867300288,1.5231730937957764,10.81543863415718,1,15.0
52,52,16065,0.1333107042059084,1.0469868857504234,0.0,2.5936973155232788,0.1027958840131759,0.8073315876021515,0,2.0
53,53,3257,1.803267657350044,10.980307034014,0.640180274765374,5.121442198122992,2.81681227684021,17.15189840555191,1,8.0
54,54,9775,3.2702418439106573,23.12052013812332,1.7615040896253282,14.092032717002626,5.569516181945801,39.37632664203644,3,24.0
55,55,8126,4.19223089253887,30.725719543548987,4.537987493306469,29.95071745582269,4.619041919708252,33.85390505027771,5,33.0
56,56,6532,0.6029414286435644,4.95890277935824,1.579984753147132,4.344958071154614,1.5264487266540527,12.554305399417878,4,11.0
57,57,5970,1.4164913923312457,9.570835999274186,1.7806267806267806,8.903133903133904,3.9775078296661377,26.874907485961916,5,25.0
58,58,9673,4.9793066652540405,30.429994945278025,6.271715816012945,40.13898122248285,3.9696526527404794,24.259704870224,5,32.0
59,59,6534,0.5175787257299285,3.651770868344595,0.0,3.2620972838962485,1.269315242767334,8.955639395236968,0,8.0
60,60,6414,1.0251283346978717,7.202999467654106,0.3620328870674612,6.154559080146841,2.8315889835357666,19.89598106956482,1,17.0
61,61,5566,6.790724078862764,41.05024034355863,1.804345766779288,25.26084073491003,30.108304977416992,182.0060926208496,8,112.0
62,62,8111,2.826604697001059,17.00332136455595,1.1222660796680657,13.30686923034992,17.63060760498047,106.056176612854,7,83.0
63,63,15083,1.150852431033162,7.060461742691196,5.764585843330086,16.717298945657248,1.9964182376861568,12.247994798898697,10,29.0
64,64,7316,0.5388606725795064,4.428847033626981,0.0,3.773656106718995,0.2855907678604126,2.347244639351964,0,2.0
65,65,7332,3.4150479037403727,21.413941642081586,2.269237460571999,9.833362329145327,4.514795780181885,28.30987326908112,3,13.0
66,66,16061,2.5697767425695237,14.870987578259555,0.0,7.895386133728103,2.6038262844085693,15.068028163671494,0,8.0
67,67,9674,3.8911560555066806,24.507612274464343,2.3645972499733983,28.375166999680783,3.291178703308105,20.72878353786469,2,24.0
68,68,3461,0.1294388826922081,0.9366035183111252,0.0,0.0,0.1155099645256996,0.8358156137056649,0,0.0
69,69,7335,0.9649436975323616,6.315675509188811,0.9526894422956004,1.9053788845912007,1.0128628015518188,6.629311954975128,1,2.0
70,70,5378,1.699614000070656,11.575803540868945,2.1221735301295586,7.781302943808382,4.805301666259766,32.728153593063354,6,22.0
71,71,16068,0.1334092519100934,0.9880690969811704,0.0,4.2492917847025495,0.094186931848526,0.6975767824687064,0,3.0
72,72,7141,1.3133342131206045,8.904040237924441,0.8094347716989225,2.428304315096768,1.6225324869155884,11.000318431138991,1,3.0
73,73,9271,4.809543752658837,27.73824540160852,3.4306494219355725,24.8722083090329,5.607735633850098,32.341684608459474,4,29.0
74,74,16064,0.9347342020740148,6.443423142771567,1.8998223666087224,8.54920064973925,0.9840227365493774,6.783184845089912,2,9.0
75,75,5112,3.6587506807922736,20.48487295636428,5.699966003774192,26.260557660245382,17.972917556762695,100.62804627227784,28,129.0
76,76,8326,2.342938812763593,16.09203112741322,2.861940013737312,27.18843013050446,4.911924362182617,33.73662141799927,6,57.0
77,77,16069,1.0041835347833552,5.460198638208664,1.549810923067386,3.099621846134772,0.6479393839836121,3.523138569317758,1,2.0
78,78,5915,6.308535109850258,38.12501221127554,1.6722687670362382,31.215683651343117,11.317322731018066,68.39512815666198,3,56.0
79,79,6412,4.061683044340295,24.54063822702313,2.3202236149629853,20.60904505055358,29.759464263916016,179.80631141281128,17,151.0
80,80,3352,0.1447447843338807,1.1095056375708607,4.03830330686562,8.581394527089444,0.2867437601089477,2.1979639531970023,8,17.0
81,81,4012,0.0525628839556362,0.3866074195941692,5.26200394650296,8.770006577504933,0.0599348284304142,0.4408291101922514,6,10.0
82,82,7311,1.5166047720578528,8.662757221412548,0.0,10.338481897318198,0.7334755659103394,4.189569274991751,0,5.0
83,83,9577,2.475980596543789,19.2704441814517,4.285316363480535,21.42658181740267,2.3111298084259038,17.987418007850646,4,20.0
84,84,12054,8.949095127838316,50.76868520997818,12.519002056693196,30.99943366419268,15.011659622192385,85.16193100547791,21,52.0
85,85,9162,4.66361266298573,26.894461851689,3.861054440178133,25.6484330668976,67.64015197753906,390.0721647491455,56,372.0
86,86,3454,2.9732980646001987,17.462322811405055,0.0,6.260016025641025,9.499330520629885,55.79002590370178,0,20.0
87,87,3103,1.9385266983454763,12.744454464921448,0.0,11.286226772542223,2.4046454429626465,15.80885854101181,0,14.0
88,88,10042,1.5039653142213818,11.11096316936336,0.961566199024972,9.61566199024972,1.5640788078308103,11.555068367242812,1,10.0
89,89,12053,0.3326216875862453,2.446759531058585,0.0,0.0,0.1932265907526016,1.4213715467825532,0,0.0
90,90,6434,0.3128971524226268,2.520300823535604,0.0,4.712394024684377,0.7303864359855652,5.883062603354454,0,11.0
91,91,6440,1.901513939187197,11.749989023264872,0.6624029993607811,9.936044990411716,5.741260051727295,35.47685935783386,2,30.0
92,92,12073,0.2170336999687817,1.6050653153904872,0.0,3.3054026806815737,0.2626411616802215,1.9423537407666445,0,4.0
93,93,5913,0.8978172394043883,6.608453382524385,0.852978858066024,7.506213950981011,5.262834072113037,38.73749812221527,5,44.0
94,94,12060,13.800253450076616,67.42107920888002,6.763954884420921,39.45640349245537,24.48316764831543,119.61241083526612,12,70.0
95,95,6633,6.738496268650859,35.50677271372118,5.512842803407785,26.29201952394482,15.890250205993652,83.72958593940734,13,62.0
96,96,8118,2.527546750401308,17.790213607517064,3.5575594393286325,30.520115190029845,13.49897003173828,95.0129054222107,19,163.0
97,97,9177,3.2662213380326404,22.652319068797173,1.495360643603221,19.439688366841875,4.368473052978516,30.296797184944158,2,26.0
98,98,6635,1.0182241285093558,7.009804027777311,0.0,5.710949794405807,1.604639768600464,11.04689036345482,0,9.0
99,99,9780,0.4872248697970504,3.81254147198672,0.6549989520016768,3.274994760008384,0.7438559532165527,5.820683316111564,1,5.0
100,100,8325,7.406477494673295,50.74840049743652,5.8181818181818175,36.36363636363636,10.18390655517578,69.77905068397521,8,50.0
101,101,3453,1.0179998180918255,6.331240793971109,1.8211176806245215,3.642235361249044,1.6769918203353882,10.429706209540369,3,6.0
102,102,7313,0.6227753112032418,4.674186104636182,0.0,6.613465014770072,0.2825033366680145,2.120304300785065,0,3.0
103,103,3460,0.9231710884282724,7.416177922803989,0.7253419987524118,10.154787982533763,1.272739052772522,10.224387855052948,1,14.0
104,104,7314,6.933267514388583,38.216252914566,1.214196384123168,13.35616022535485,11.420339584350586,62.94904747581482,2,22.0
105,105,9261,4.458597258214112,31.000503972376197,2.8897140627934865,15.893427345364175,3.0858397483825684,21.455758804321288,2,11.0
106,106,3255,0.4643584780297192,3.919375951439618,0.0,6.977490615275122,0.3327546417713165,2.808585613042116,0,5.0
107,107,6413,2.86056223605775,15.37390923622224,1.616370601451501,7.273667706531754,3.5394880771636963,19.022752854347228,2,9.0
108,108,8436,0.9075717148597257,6.797860883599731,1.074129239230064,8.234990834097157,2.534811496734619,18.986153533458708,3,23.0
109,109,9273,4.055743228891672,29.72560295284869,2.5217500945656286,29.42041776993233,4.824914932250977,35.363063552856445,3,35.0
110,110,7331,5.132454364804845,27.00059187056903,5.499945000549994,18.85695428759998,6.532279968261719,34.364733297348025,7,24.0
111,111,5113,0.5210607960765363,4.374832842838052,1.3730982589114076,36.55874114351623,3.035825252532959,25.488826102256773,8,213.0
112,112,9764,0.4656025223119712,3.5875317051539595,2.334212553395112,4.668425106790224,0.1994687765836715,1.5369344578050077,1,2.0
113,113,5766,2.389790649849096,15.78891321727402,1.9957234497505345,26.799714896650038,8.382190704345703,55.37961310958863,7,94.0
114,114,8119,2.845999013733711,19.40903537041318,6.436908758010375,30.754119621605128,11.937713623046877,81.41236340332031,27,129.0
115,115,3452,0.0125596739135516,0.1406574074850907,0.5285440197886881,5.2854401978868815,0.0237627774477005,0.2661224083877168,1,10.0
116,116,6531,0.3170515023622759,2.4699135815374524,0.3809451248547646,6.476067122530999,0.8322760462760925,6.48364664721489,1,17.0
117,117,7315,6.670777250656541,37.94674706351417,8.580458482498248,38.61206317124212,13.993889808654783,79.60430652236938,18,81.0
118,118,9375,1.9356496822897589,14.714894625823232,0.5280109826284387,12.672263583082527,3.665926933288574,27.86853893184662,1,24.0
119,119,8216,1.9738638045825816,13.793999107975486,1.3188320423433006,7.912992254059805,4.490026950836182,31.37776153087616,3,18.0
120,120,16051,0.6174096343216815,3.942269103914837,0.0,4.759230527608296,1.2972887754440308,8.283416995763778,0,10.0
