,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Week Prediction Mean,Trend 7Week Prediction Mean 100k,Trend 7Week Prediction Q25,Trend 7Week Prediction Q25 100k,Trend 7Week Prediction Q75,Trend 7Week Prediction Q75 100k,Trend 7Week Prediction Q5,Trend 7Week Prediction Q5 100k,Trend 7Week Prediction Q95,Trend 7Week Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2020-07-21,1.234098,2.3285307179321535,0,0.0,2,3.773656106718995,0,0.0,4,7.54731221343799,1.3598669,2.565834984125104,0,0.0,2,3.773656106718995,0,0.0,5,9.434140266797487,,,,,,,,,,,1.0,,False,False,False
2020-07-22,1.4659065,2.765913450275548,0,0.0,2,3.773656106718995,0,0.0,5,9.434140266797487,1.1881591,2.2418518710765056,0,0.0,2,3.773656106718995,0,0.0,4,7.54731221343799,,,,,,,,,,,5.0,,False,True,False
2020-07-23,1.3466874,2.5409675799892284,0,0.0,2,3.773656106718995,0,0.0,5,9.434140266797487,1.0425684,1.967147363757249,0,0.0,2,3.773656106718995,0,0.0,4,7.54731221343799,,,,,,,,,,,0.0,,False,False,False
2020-07-24,0.78808564,1.4869820915919263,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,0.9186816,1.7333943105768412,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,,,,,,,,,,,0.0,,False,False,False
2020-07-25,0.43703476,0.8246094694186468,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,0.8128919,1.5337873264797963,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,,,,,,,,,,,0.0,,False,False,False
2020-07-26,0.28239155,0.5328242878022138,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,0.72225493,1.3627708540298045,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,,,,,,,,,,,0.0,,False,False,False
2020-07-27,0.5923342,1.1176328371220734,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,0.64434415,1.215766587847611,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,,,,,,,,,,,0.0,6.0,False,False,False
2020-07-28,0.64735067,1.2214393791509792,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,0.5771622,1.0890058547374792,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,6.191,11.681352478348648,3.0,5.660484160078492,9.0,16.981452480235475,1.0,1.8868280533594974,16.0,30.18924885375196,0.0,5.0,False,False,False
2020-07-29,0.71664,1.3521764230972622,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,0.5190555,0.979368451226037,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,5.415,10.217173908941678,3.0,5.660484160078492,8.0,15.09462442687598,1.0,1.8868280533594974,14.0,26.41559274703296,0.0,0.0,False,False,False
2020-07-30,0.72149706,1.361340855510207,0,0.0,1,1.8868280533594974,0,0.0,3,5.660484160078492,0.4686534,0.8842684110277332,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,4.74,8.943564972924017,3.0,5.660484160078492,7.0,13.20779637351648,1.0,1.8868280533594974,12.0,22.64193664031397,0.0,0.0,False,False,False
2020-07-31,0.4768327,0.8997012628242373,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,0.42481187,0.8015469575184397,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,4.174,7.875620294722542,2.0,3.773656106718995,6.0,11.320968320156984,1.0,1.8868280533594974,11.0,20.75510858695447,2.0,2.0,False,False,False
2020-08-01,0.23041838,0.43475988604768645,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,0.3865785,0.7294071565411286,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,3.677,6.937866752202871,2.0,3.773656106718995,6.0,11.320968320156984,0.0,0.0,10.0,18.868280533594973,1.0,3.0,False,False,False
2020-08-02,0.14547956,0.2744949142652331,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,0.3531525,0.6663380645477446,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,3.237,6.107662408724694,2.0,3.773656106718995,5.0,9.434140266797487,0.0,0.0,9.0,16.981452480235475,0.0,3.0,False,False,False
2020-08-03,0.31082574,0.5864746981387725,0,0.0,0,0.0,0,0.0,2,3.773656106718995,0.32386234,0.6110725735197775,0,0.0,0,0.0,0,0.0,2,3.773656106718995,2.874,5.422743825355195,2.0,3.773656106718995,5.0,9.434140266797487,0.0,0.0,8.0,15.09462442687598,0.0,3.0,False,False,False
2020-08-04,0.33598468,0.6339453193504596,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,0.29814178,0.5625422545563197,0,0.0,0,0.0,0,0.0,2,3.773656106718995,2.567,4.8434876129738305,1.0,1.8868280533594974,4.0,7.54731221343799,0.0,0.0,8.0,15.09462442687598,0.0,3.0,False,False,False
2020-08-05,0.39692453,0.7489283234463073,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,0.2755115,0.5198428425501334,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,2.269,4.2812128530727,1.0,1.8868280533594974,4.0,7.54731221343799,0.0,0.0,8.0,15.09462442687598,1.0,4.0,False,False,False
2020-08-06,0.40374285,0.7617933533765608,0,0.0,1,1.8868280533594974,0,0.0,2,3.773656106718995,0.25556594,0.4822089977096766,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,2.041,3.8510160569067344,1.0,1.8868280533594974,4.0,7.54731221343799,0.0,0.0,7.0,13.20779637351648,0.0,4.0,False,False,False
2020-08-07,0.26577178,0.5014656380808447,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,0.2379601,0.4489897946768906,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,1.815,3.424592916847488,1.0,1.8868280533594974,3.0,5.660484160078492,0.0,0.0,7.0,13.20779637351648,1.0,3.0,False,False,False
2020-08-08,0.14609271,0.27565183700062335,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,0.22239973,0.419630032411078,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,1.634,3.0830770391894187,1.0,1.8868280533594974,3.0,5.660484160078492,0.0,0.0,6.0,11.320968320156984,0.0,2.0,False,False,False
2020-08-09,0.096441336,0.1819682211134932,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,0.20863378,0.39365609154629055,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,1.453,2.7415611615313495,1.0,1.8868280533594974,3.0,5.660484160078492,0.0,0.0,6.0,11.320968320156984,0.0,2.0,False,False,False
2020-08-10,0.20480204,0.386426245313487,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,0.19644721,0.3706621100718621,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,1.316,2.4830657182210985,0.0,0.0,3.0,5.660484160078492,0.0,0.0,6.0,11.320968320156984,0.0,2.0,False,False,False
2020-08-11,0.23386768,0.44126809370936826,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,0.18565577,0.35030052458751015,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,1.19,2.2453253834978018,0.0,0.0,2.0,3.773656106718995,0.0,0.0,6.0,11.320968320156984,4.0,6.0,True,True,False
2020-08-12,0.30719563,0.5796253390144557,0,0.0,0,0.0,0,0.0,2,3.773656106718995,0.17610039,0.3322711563669145,0,0.0,0,0.0,0,0.0,1,1.8868280533594974,1.085,2.047208437895055,0.0,0.0,2.0,3.773656106718995,0.0,0.0,6.0,11.320968320156984,0.0,5.0,True,False,False
