,Unnamed: 0,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Day Prediction Mean,Trend 7Day Prediction Mean 100k,Trend 7Day Prediction Q25,Trend 7Day Prediction Q25 100k,Trend 7Day Prediction Q75,Trend 7Day Prediction Q75 100k,Trend 7Day Prediction Q5,Trend 7Day Prediction Q5 100k,Trend 7Day Prediction Q95,Trend 7Day Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
0,2020-02-29,0.001300778,0.0031603732963958,0,0.0,0,0.0,0,0.0,0,0.0,0.00088743446,0.0021561127994118,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
1,2020-03-01,0.0014947464,0.0036316393448032,0,0.0,0,0.0,0,0.0,0,0.0,0.0011815898,0.0028707932031579,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2,2020-03-02,0.0024815793,0.0060292506987025,0,0.0,0,0.0,0,0.0,0,0.0,0.0015864401,0.003854418650917,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
3,2020-03-03,0.0044467836,0.0108039152735273,0,0.0,0,0.0,0,0.0,0,0.0,0.002149516,0.0052224688573687,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
4,2020-03-04,0.0072426316,0.0175967144855349,0,0.0,0,0.0,0,0.0,0,0.0,0.002941605,0.0071469301587967,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
5,2020-03-05,0.0100622075,0.0244471607402374,0,0.0,0,0.0,0,0.0,0,0.0,0.0040695914,0.0098874885168243,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
6,2020-03-06,0.012777806,0.0310449877360952,0,0.0,0,0.0,0,0.0,0,0.0,0.0056973235,0.013842229407146,0,0.0,0,0.0,0,0.0,0,0.0,0.0185135044066741,0.0449804524081589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
7,2020-03-07,0.0111171175,0.0270101736532524,0,0.0,0,0.0,0,0.0,0,0.0,0.008079909,0.0196309642319647,0,0.0,0,0.0,0,0.0,0,0.0,0.0257059764817654,0.0624552989182571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
8,2020-03-08,0.013840192,0.0336261621214362,0,0.0,0,0.0,0,0.0,0,0.0,0.011621264,0.0282350498537198,0,0.0,0,0.0,0,0.0,0,0.0,0.0361456486822075,0.0878195502373905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
9,2020-03-09,0.025387412,0.0616813110809744,0,0.0,0,0.0,0,0.0,0,0.0,0.016972236,0.0412357849199906,0,0.0,0,0.0,0,0.0,0,0.0,0.0515314559485887,0.1252009425607733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
10,2020-03-10,0.050008357,0.1215004203913849,0,0.0,0,0.0,0,0.0,1,2.429602274107729,0.02520132,0.0612291842116974,0,0.0,0,0.0,0,0.0,0,0.0,0.0745832569197082,0.181207650622484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.429602274107729,0.0,0.0,False,False,False
11,2020-03-11,0.08528286,0.2072034249067655,0,0.0,0,0.0,0,0.0,1,2.429602274107729,0.03809723,0.0925611118418601,0,0.0,0,0.0,0,0.0,0,0.0,0.1097388961578253,0.2666218716631244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.429602274107729,0.0,0.0,False,False,False
12,2020-03-12,0.12682724,0.3081397608184488,0,0.0,0,0.0,0,0.0,1,2.429602274107729,0.058717538,0.1426602580067992,0,0.0,0,0.0,0,0.0,0,0.0,0.1643868345597293,0.3993946270796893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.429602274107729,0.0,0.0,False,False,False
13,2020-03-13,0.1716063,0.4169350631855195,0,0.0,0,0.0,0,0.0,1,2.429602274107729,0.092404276,0.2245056293759262,0,0.0,0,0.0,0,0.0,1,2.429602274107729,0.2510938503353391,0.6100581897892055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.429602274107729,0.0,0.0,False,False,False
14,2020-03-14,0.15751518,0.3826992269750917,0,0.0,0,0.0,0,0.0,1,2.429602274107729,0.14871156,0.3613099579524714,0,0.0,0,0.0,0,0.0,1,2.429602274107729,0.391725528945215,0.9517372359513472,0.0,0.0,1.0,2.429602274107729,0.0,0.0,2.0,4.859204548215457,0.0,0.0,False,False,False
15,2020-03-15,0.20269567,0.4924698714603437,0,0.0,0,0.0,0,0.0,1,2.429602274107729,0.24515189,0.595621577303973,0,0.0,0,0.0,0,0.0,1,2.429602274107729,0.6252560065593571,1.5191234154361308,0.0,0.0,1.0,2.429602274107729,0.0,0.0,2.0,4.859204548215457,1.0,1.0,False,False,False
16,2020-03-16,0.41209492,1.0012267921410969,0,0.0,1,2.429602274107729,0,0.0,2,4.859204548215457,0.4146763,1.0074984857055824,0,0.0,1,2.429602274107729,0,0.0,2,4.859204548215457,1.0229602554440498,2.4853865629486864,0.0,0.0,2.0,4.859204548215457,0.0,0.0,4.0,9.718409096430914,0.0,1.0,False,False,False
17,2020-03-17,0.9588336,2.3295842765946877,0,0.0,1,2.429602274107729,0,0.0,4,9.718409096430914,0.7210282,1.7518117601866834,0,0.0,1,2.429602274107729,0,0.0,3,7.288806822323186,1.718787158563733,4.175969189153607,0.0,0.0,2.0,4.859204548215457,0.0,0.0,5.0,12.148011370538642,0.0,1.0,False,False,False
18,2020-03-18,1.6209073,3.938160079997033,0,0.0,2,4.859204548215457,0,0.0,6,14.577613644646371,1.2911632,3.137013118248433,0,0.0,2,4.859204548215457,0,0.0,4,9.718409096430914,2.9718529129624365,7.220420595647213,1.0,2.429602274107729,4.0,9.718409096430914,0.0,0.0,8.0,19.43681819286183,3.0,4.0,False,False,False
19,2020-03-19,2.0344949,4.943013482261449,0,0.0,3,7.288806822323186,0,0.0,7,17.0072159187541,2.3857937,5.796529876533896,0,0.0,3,7.288806822323186,0,0.0,8,19.43681819286183,5.298927083909511,12.874285293397582,2.0,4.859204548215457,7.0,17.0072159187541,0.0,0.0,13.0,31.584829563400472,0.0,4.0,False,False,False
20,2020-03-20,3.148733,7.650168845430016,1,2.429602274107729,4,9.718409096430914,0,0.0,11,26.725625015185013,4.5575166,11.072952474933118,1,2.429602274107729,6,14.577613644646371,0,0.0,15,36.44403411161593,9.764035820245743,23.72272363333838,4.0,9.718409096430914,13.0,31.584829563400472,1.0,2.429602274107729,24.0,58.310454578585485,4.0,8.0,False,False,False
21,2020-03-21,3.872313,9.408180630998686,1,2.429602274107729,5,12.148011370538642,0,0.0,14,34.0144318375082,9.016125,21.90559753216803,2,4.859204548215457,11,26.725625015185013,0,0.0,33,80.17687504555505,18.631448825955392,45.267010437462986,8.0,19.43681819286183,23.0,55.88085230447776,3.0,7.288806822323186,52.0,126.33931825360187,0.0,8.0,True,False,False
22,2020-03-22,5.6429377,13.710094208363444,1,2.429602274107729,6,14.577613644646371,0,0.0,24,58.310454578585485,18.497795,44.94228633120656,3,7.288806822323186,20,48.59204548215457,0,0.0,66,160.3537500911101,36.88409443187714,89.61367971009291,13.0,31.584829563400472,44.0,106.90250006074004,5.0,12.148011370538642,105.0,255.1082387813115,0.0,7.0,True,False,False
23,2020-03-23,13.097058,31.820643926039335,2,4.859204548215457,14,34.0144318375082,0,0.0,52,126.33931825360187,39.392254,95.70750989951192,6,14.577613644646371,40,97.18409096430914,1,2.429602274107729,157,381.44755703491336,75.8616684794426,184.31368225526032,21.0,51.0216477562623,87.0,211.3753978473724,8.0,19.43681819286183,253.0,614.6893753492553,2.0,9.0,True,False,False
24,2020-03-24,44.389965,107.84995974972844,5,12.148011370538642,43,104.47289778663232,1,2.429602274107729,172,417.8915911465293,87.09155,211.5978393703699,9,21.866420466969554,91,221.0938069438033,2,4.859204548215457,374,908.6712505162905,162.2321793489456,394.1596718796511,33.0,80.17687504555505,177.0,430.039602517068,13.0,31.584829563400472,596.0,1448.042955368206,0.0,9.0,True,False,False
