,countyID,newInf100k,7DayInf100k,newInf100k_RKI,7DayInf100k_RKI,newInfRaw,7DayInfRaw,newInfRaw_RKI,7DayInfRaw_RKI
0,03159,6.520647211093755,33.986975705381475,0.6069102804532406,12.745115889518054,21.48801040649414,112.0,2,42.0
1,09576,9.82900616153658,10.902988652708965,0.0,0.0,12.300018310546875,13.644,0,0.0
2,07334,112.59081241886975,61.28292341892964,0.7855274424012003,18.85265861762881,143.33148193359375,78.015,1,24.0
3,06631,0.30557320331228777,1.7984663747206222,0.454272890810968,4.54272890810968,0.6726644039154053,3.959,1,10.0
4,10046,0.12297081354847426,0.28349007784727537,0.0,0.0,0.10931121557950974,0.252,0,0.0
5,01058,0.03845417538958574,0.02625953295016606,0.3698525767629023,0.3698525767629023,0.10397163033485413,0.071,1,1.0
6,03459,0.17731627355735374,0.9095758198609804,0.2792679827635801,1.1170719310543205,0.6349323391914368,3.257,1,4.0
7,05316,0.3646333385022959,1.7016643525173254,0.0,1.835008288120768,0.5961281061172485,2.782,0,3.0
8,15089,11.344642419038578,5.874068990060754,0.0,1.5252039960344697,22.31434440612793,11.554,0,3.0
9,04011,0.8076004676593851,4.670436117847968,0.8969189041803597,2.3319891508689348,4.502081871032715,26.036,5,13.0
10,05966,1.4352473262224166,5.508744912550874,0.0,1.4666520001466652,1.9571750164031982,7.512,0,2.0
11,09174,5.137934585472199,11.624824261899981,0.0,2.008435428800964,7.674532890319824,17.364,0,3.0
12,08121,2.4292393881188015,10.455505968164351,0.0,4.07940147021629,2.9774458408355713,12.815,0,5.0
13,12072,31.63162655660789,58.16340880326255,0.0,1.2228451939126765,51.734474182128906,95.128,0,2.0
14,07135,1.1185161103398409,3.6479620458078883,0.0,1.6027952749595293,0.6978533864021301,2.276,0,1.0
15,09478,0.9507502862817124,4.407771359987998,1.5002625459455405,6.001050183782162,0.6337226033210754,2.938,1,4.0
16,05770,1.3679298153511537,3.0023957834211785,0.6388755789809935,2.236064526433477,4.282304286956787,9.399,2,7.0
17,15003,12.866044505405725,44.180669684332884,0.4242267407083738,0.8484534814167476,30.32822608947754,104.144,1,2.0
18,12069,1.5086021222575823,5.621355080366033,0.0,2.8448153240718788,3.181792736053467,11.856,0,6.0
19,08315,0.3072508112149263,1.1183517717598692,0.38858643911044793,1.1657593173313439,0.7906884551048279,2.878,1,3.0
20,05114,0.4296542247534603,2.321181110755783,2.6649610915680633,7.550723092776178,0.9673407077789307,5.226,6,17.0
21,05958,1.474879356936924,4.688317498350786,0.0,1.5165186797188375,3.8901712894439697,12.366,0,4.0
22,08211,0.011067627000579807,0.009231905465288036,0.0,0.0,0.005994226783514023,0.005,0,0.0
23,09661,0.32897070609686513,0.22178413011335632,0.0,0.0,0.2269437313079834,0.153,0,0.0
24,09672,0.07700401152740882,0.12220433340445755,0.0,0.0,0.07939575612545013,0.126,0,0.0
25,09361,0.2253467889822081,0.5996034495114785,0.0,0.0,0.09433241933584213,0.251,0,0.0
26,07231,1.1019120081797065,3.9095754193940695,0.0,2.682691275887971,1.2322461605072021,4.372,0,3.0
27,05124,1.2371803698632338,7.218479856933088,0.571353479257012,8.284625449226674,4.330700397491455,25.268,2,29.0
28,05154,0.8572329382760796,5.78371254474974,0.32223034958770624,7.411298040517243,2.660310983657837,17.949,1,23.0
29,08237,0.009893351099364006,0.011184431271669834,0.0,0.0,0.011499338783323765,0.013,0,0.0
30,08222,0.3315116465773948,1.4814572568513311,0.9810975210935967,1.9621950421871934,1.013696312904358,4.53,3,6.0
31,06435,1.1035520242472634,3.733651166629446,1.2137218537902106,3.8839099321286743,4.546148777008057,15.381,5,16.0
32,08235,0.625614623972365,1.9535398657303409,1.931011399403961,1.931011399403961,0.9719486236572266,3.035,3,3.0
33,06438,2.963736009804653,11.112774465463485,1.7273295197736045,4.894100306025213,10.294744491577148,38.601,6,17.0
34,09763,0.2215813153112047,0.11800379404603642,0.0,0.0,0.1483420431613922,0.079,0,0.0
35,15084,1.1793354726217324,2.196858991422254,0.0,2.1729564702495097,2.1709325313568115,4.044,0,4.0
36,15090,0.08236417692858644,0.07027467855841474,0.0,0.0,0.09493459761142731,0.081,0,0.0
37,06634,4.436662593661936,12.009317286894792,0.0,5.546004104043037,7.999746322631836,21.654,0,10.0
38,03252,0.1455432162078817,0.6460706361570262,0.0,0.6743952360720523,0.21581293642520905,0.958,0,1.0
39,05117,7.860511173410589,25.729273739056463,3.5444653174068694,14.177861269627478,13.306116104125977,43.554,6,24.0
40,15087,0.02260006022978676,0.0473806291016067,0.7071735686806969,0.7071735686806969,0.03195829316973686,0.067,1,1.0
41,08311,0.5956498961115821,1.473102083544986,0.0,0.44170977017840657,1.348509669303894,3.335,0,1.0
42,09773,0.14039781904712165,0.10996563573883161,2.1147237642083003,2.1147237642083003,0.1327812373638153,0.104,2,2.0
43,05374,0.9987907681137949,2.344469961821453,0.731389786873016,1.0970846803095242,2.731213331222534,6.411,2,3.0
44,03154,0.8811638003490011,0.44590163934426225,0.0,0.0,0.8062648773193359,0.408,0,0.0
45,09262,0.11539914402616404,0.22940315627101215,0.0,5.932840248388245,0.05835273116827011,0.116,0,3.0
46,09471,0.4318477917955727,1.5944219275949716,0.0,1.3739094593666277,0.6286408305168152,2.321,0,2.0
47,15086,0.3248204822783036,0.18540128472184356,0.0,1.0905957924814325,0.29783764481544495,0.17,0,1.0
48,03354,0.38902003863844825,0.8278806255984679,0.0,0.0,0.19500796496868134,0.415,0,0.0
