,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Day Prediction Mean,Trend 7Day Prediction Mean 100k,Trend 7Day Prediction Q25,Trend 7Day Prediction Q25 100k,Trend 7Day Prediction Q75,Trend 7Day Prediction Q75 100k,Trend 7Day Prediction Q5,Trend 7Day Prediction Q5 100k,Trend 7Day Prediction Q95,Trend 7Day Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2021-07-14,0.20777927,0.2096451225952478,0,0.0,0,0.0,0,0.0,1,1.008979921299566,0.17439988,0.17596597672309144,0,0.0,0,0.0,0,0.0,1,1.008979921299566,,,,,,,,,,,0.0,,False,False,False
2021-07-15,0.22794981,0.22999679458735045,0,0.0,0,0.0,0,0.0,1,1.008979921299566,0.18510322,0.18676543049878092,0,0.0,0,0.0,0,0.0,1,1.008979921299566,,,,,,,,,,,0.0,,False,False,False
2021-07-16,0.19116516,0.19288181647425517,0,0.0,0,0.0,0,0.0,1,1.008979921299566,0.19713445,0.1989046950257034,0,0.0,0,0.0,0,0.0,1,1.008979921299566,,,,,,,,,,,1.0,,False,False,False
2021-07-17,0.142653,0.14393401670531603,0,0.0,0,0.0,0,0.0,1,1.008979921299566,0.21068004,0.21257192202028818,0,0.0,0,0.0,0,0.0,1,1.008979921299566,,,,,,,,,,,0.0,,False,False,False
2021-07-18,0.11611347,0.11715616210494773,0,0.0,0,0.0,0,0.0,1,1.008979921299566,0.22595772,0.22798681129643228,0,0.0,0,0.0,0,0.0,1,1.008979921299566,,,,,,,,,,,0.0,,False,False,False
2021-07-19,0.13983029,0.14108595678408165,0,0.0,0,0.0,0,0.0,1,1.008979921299566,0.24322507,0.24540920549043221,0,0.0,0,0.0,0,0.0,1,1.008979921299566,,,,,,,,,,,1.0,,False,False,False
2021-07-20,0.39635882,0.39991809899220243,0,0.0,1,1.008979921299566,0,0.0,2,2.017959842599132,0.2627838,0.265143580691074,0,0.0,0,0.0,0,0.0,1,1.008979921299566,1.4992840510420502,1.5127475038261027,0.0,0.0,2.0,2.017959842599132,0.0,0.0,5.0,5.044899606497831,0.0,2.0,False,False,False
2021-07-21,0.36140934,0.36465476114244666,0,0.0,1,1.008979921299566,0,0.0,2,2.017959842599132,0.28499195,0.28755116545653436,0,0.0,0,0.0,0,0.0,1,1.008979921299566,1.609876097548753,1.6243326582067934,0.0,0.0,2.0,2.017959842599132,0.0,0.0,5.0,5.044899606497831,0.0,2.0,False,False,False
2021-07-22,0.45066047,0.4547073785943212,0,0.0,1,1.008979921299566,0,0.0,2,2.017959842599132,0.31027326,0.31305949050874915,0,0.0,0,0.0,0,0.0,1,1.008979921299566,1.7350460928305984,1.750626670195337,0.0,0.0,3.0,3.0269397638986986,0.0,0.0,5.0,5.044899606497831,0.0,2.0,False,False,False
2021-07-23,0.38327953,0.38672133086947724,0,0.0,1,1.008979921299566,0,0.0,2,2.017959842599132,0.33913225,0.34217762276966823,0,0.0,1,1.008979921299566,0,0.0,2,2.017959842599132,1.877043550118804,1.8938992534747292,0.0,0.0,3.0,3.0269397638986986,0.0,0.0,6.0,6.053879527797397,0.0,1.0,False,False,False
