,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Week Prediction Mean,Trend 7Week Prediction Mean 100k,Trend 7Week Prediction Q25,Trend 7Week Prediction Q25 100k,Trend 7Week Prediction Q75,Trend 7Week Prediction Q75 100k,Trend 7Week Prediction Q5,Trend 7Week Prediction Q5 100k,Trend 7Week Prediction Q95,Trend 7Week Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2020-03-04,0.020065358,0.02533600707010919,0,0.0,0,0.0,0,0.0,0,0.0,0.010381698,0.013108700613884139,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-03-05,0.027099214,0.034217475786135765,0,0.0,0,0.0,0,0.0,0,0.0,0.013307913,0.016803556945887976,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-03-06,0.028992899,0.03660858283183188,0,0.0,0,0.0,0,0.0,0,0.0,0.01715658,0.021663169036401086,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-03-07,0.029282982,0.03697486192777433,0,0.0,0,0.0,0,0.0,0,0.0,0.022250935,0.028095678317185957,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-03-08,0.032279227,0.04075814388215804,0,0.0,0,0.0,0,0.0,0,0.0,0.029039156,0.03666698944471136,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-03-09,0.044824477,0.056598707942612236,0,0.0,0,0.0,0,0.0,0,0.0,0.038147163,0.04816743626179232,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-03-10,0.08922242,0.11265883586020209,0,0.0,0,0.0,0,0.0,1,1.2626740911903227,0.050455797,0.06370922847054317,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,0.0,False,False,False
2020-03-11,0.12759517,0.1611111201782478,0,0.0,0,0.0,0,0.0,1,1.2626740911903227,0.06721426,0.0848697027322487,0,0.0,0,0.0,0,0.0,1,1.2626740911903227,0.014,0.01767743727666452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2626740911903227,0.0,0.0,False,False,False
2020-03-12,0.17891146,0.22590686512558023,0,0.0,0,0.0,0,0.0,1,1.2626740911903227,0.090209015,0.11390458212190424,0,0.0,0,0.0,0,0.0,1,1.2626740911903227,0.026,0.032829526370948395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2626740911903227,0.0,0.0,False,False,False
2020-03-13,0.18819195,0.2376250904490007,0,0.0,0,0.0,0,0.0,1,1.2626740911903227,0.12201592,0.15406634474857128,0,0.0,0,0.0,0,0.0,1,1.2626740911903227,0.045,0.056820334103564525,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5253481823806454,0.0,0.0,False,False,False
