,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Day Prediction Mean,Trend 7Day Prediction Mean 100k,Trend 7Day Prediction Q25,Trend 7Day Prediction Q25 100k,Trend 7Day Prediction Q75,Trend 7Day Prediction Q75 100k,Trend 7Day Prediction Q5,Trend 7Day Prediction Q5 100k,Trend 7Day Prediction Q95,Trend 7Day Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2021-04-02,71.68729,21.521896997001022,37,11.108108919511242,99,29.721696838692246,16,4.803506559788646,163,48.93572307784683,54.974827,16.504497034475207,30,9.006574799603712,70,21.015341199075326,11,3.3024107598546943,124,37.227175838362,,,,,,,,,,,34.0,,False,False,False
2021-04-03,43.194065,12.967686052434146,23,6.905040679696178,58,17.41271127923384,9,2.7019724398811134,108,32.423669278573364,56.92273,17.089293396566063,30,9.006574799603712,74,22.216217839022484,13,3.9028490798282744,130,39.028490798282746,,,,,,,,,,,49.0,,False,False,False
2021-04-04,25.917416,7.780904707033187,13,3.9028490798282744,34,10.207451439550871,5,1.5010957999339518,61,18.313368759194212,58.972782,17.704759375192225,32,9.607013119577292,77,23.11687531898286,12,3.602629919841484,134,40.22936743822991,,,,,,,,,,,23.0,,False,False,False
2021-04-05,32.456646,9.744107228470966,17,5.1037257197754355,44,13.209643039418777,7,2.1015341199075324,78,23.41709447896965,61.131283,18.352782353758812,33,9.907232279564083,81,24.317751958930018,15,4.503287399801856,146,43.83199735807139,,,,,,,,,,,25.0,,False,False,False
2021-04-06,66.02655,19.822435569949448,35,10.507670599537663,89,26.71950523882434,17,5.1037257197754355,146,43.83199735807139,63.404533,19.035255536437035,35,10.507670599537663,83,24.918190278903598,15,4.503287399801856,142,42.63112071812423,,,,,,,,,,,62.0,,False,False,False
2021-04-07,112.06437,33.643870847299695,61,18.313368759194212,145,43.5317781980846,25,7.5054789996697595,237,71.15194091686932,65.79969,19.754328241106123,36,10.807889759524453,89,26.71950523882434,17,5.1037257197754355,146,43.83199735807139,,,,,,,,,,,129.0,,False,False,False
2021-04-08,92.83327,27.870325720869005,49,14.710738839352727,124,37.227175838362,24,7.205259839682968,217,65.14755771713351,68.324104,20.512205082923174,37,11.108108919511242,88,26.419286078837555,17,5.1037257197754355,145,43.5317781980846,429.5300052032471,128.9531373512405,333.0,99.97298027560119,510.0,153.1117715932631,239.0,71.7523792368429,698.0,209.5529736707797,134.0,456.0,False,False,False
2021-04-09,88.945175,26.703046751208603,48,14.410519679365937,115,34.52520339848089,24,7.205259839682968,189,56.74142123750338,70.98567,21.311259479261935,39,11.708547239484824,90,27.01972439881113,16,4.803506559788646,151,45.33309315800535,445.5408045959473,133.75988609563402,349.0,104.77648683538985,519.0,155.8137440331442,253.0,75.95544747665797,719.0,215.8575760305023,112.0,534.0,False,False,False
2021-04-10,54.73867,16.43359719309956,29,8.70635563961692,75,22.516436999009276,13,3.9028490798282744,130,39.028490798282746,73.79288,22.154035104904324,39,11.708547239484824,90,27.01972439881113,18,5.403944879762227,160,48.03506559788646,462.41103578186033,138.82465273105177,362.0,108.6793359152181,529.0,158.8159356330121,263.0,78.95763907652587,723.0,217.05845267044944,41.0,526.0,False,False,False
2021-04-11,44.85653,13.466789096128196,24,7.205259839682968,58,17.41271127923384,10,3.0021915998679036,101,30.322135158665827,76.75496,23.043309920467436,42,12.609204719445195,96,28.821039358731873,20,6.004383199735807,176,52.83857215767511,480.1932129364014,144.16320301912438,378.0,113.48284247500676,552.0,165.72097631270827,276.0,82.86048815635414,744.0,223.36305503017203,14.0,517.0,False,False,False
