,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Day Prediction Mean,Trend 7Day Prediction Mean 100k,Trend 7Day Prediction Q25,Trend 7Day Prediction Q25 100k,Trend 7Day Prediction Q75,Trend 7Day Prediction Q75 100k,Trend 7Day Prediction Q5,Trend 7Day Prediction Q5 100k,Trend 7Day Prediction Q95,Trend 7Day Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2020-06-20,0.0156207895,0.01972396574956292,0,0.0,0,0.0,0,0.0,0,0.0,0.023447204,0.02960617848657421,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-06-21,0.0070697423,0.008926780736828732,0,0.0,0,0.0,0,0.0,0,0.0,0.012083313,0.01525728663409609,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-06-22,0.0057253814,0.007229290588384174,0,0.0,0,0.0,0,0.0,0,0.0,0.0071363887,0.009010933155195744,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-06-23,0.0056306967,0.00710973466766518,0,0.0,0,0.0,0,0.0,0,0.0,0.004710634,0.0059479951630692085,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-06-24,0.0051437607,0.006494893511899136,0,0.0,0,0.0,0,0.0,0,0.0,0.0033977376,0.004290235366966044,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-06-25,0.0040167556,0.005071853337312859,0,0.0,0,0.0,0,0.0,0,0.0,0.0026307427,0.003321770591924178,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,0.0,,False,False,False
2020-06-26,0.0030248486,0.0038193981310996605,0,0.0,0,0.0,0,0.0,0,0.0,0.002157986,0.0027248329814710814,0,0.0,0,0.0,0,0.0,0,0.0,0.055564037569767924,0.07015927064127167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-06-27,0.0012995249,0.0016408764125230846,0,0.0,0,0.0,0,0.0,0,0.0,0.0018582414,0.002346353333848583,0,0.0,0,0.0,0,0.0,0,0.0,0.033975066137838225,0.04289943575872599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-06-28,0.0010517393,0.0013280040178642594,0,0.0,0,0.0,0,0.0,0,0.0,0.0016694696,0.0021079960887959714,0,0.0,0,0.0,0,0.0,0,0.0,0.02356121210781602,0.029750132085579025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-06-29,0.0013151701,0.0016606312769340548,0,0.0,0,0.0,0,0.0,0,0.0,0.0015589518,0.001968447982392263,0,0.0,0,0.0,0,0.0,0,0.0,0.017983773373492037,0.022707644700546786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-06-30,0.0018343325,0.002316164149362976,0,0.0,0,0.0,0,0.0,0,0.0,0.001510014,0.0019066554557412019,0,0.0,0,0.0,0,0.0,0,0.0,0.014783152506719013,0.018666303656349373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-07-01,0.0022980787,0.0029017245495310817,0,0.0,0,0.0,0,0.0,0,0.0,0.0015159651,0.0019141698004432328,0,0.0,0,0.0,0,0.0,0,0.0,0.012901378421063982,0.016290236272919405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-07-02,0.002389052,0.0030165939080006865,0,0.0,0,0.0,0,0.0,0,0.0,0.001577652,0.0019920602056799908,0,0.0,0,0.0,0,0.0,0,0.0,0.011848286299442696,0.01496052413531156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-07-03,0.0023887062,0.003016157279489562,0,0.0,0,0.0,0,0.0,0,0.0,0.0017032104,0.0021505996983250952,0,0.0,0,0.0,0,0.0,0,0.0,0.011393513096459735,0.014386293794537337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-07-04,0.0013211446,0.0016681751091596198,0,0.0,0,0.0,0,0.0,0,0.0,0.0019097554,0.002411398725143954,0,0.0,0,0.0,0,0.0,0,0.0,0.011445025537895935,0.014451337219712784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-07-05,0.0013778524,0.0017397784546346884,0,0.0,0,0.0,0,0.0,0,0.0,0.0022275962,0.0028127280060630255,0,0.0,0,0.0,0,0.0,0,0.0,0.01200315296448262,0.01515607026084652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-07-06,0.0022689658,0.002864964443460849,0,0.0,0,0.0,0,0.0,0,0.0,0.0027087806,0.0034203068821625493,0,0.0,0,0.0,0,0.0,0,0.0,0.01315298231865588,0.0166079299956512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-07-07,0.0041668057,0.005261317426175083,0,0.0,0,0.0,0,0.0,0,0.0,0.0034438462,0.0043484554623773874,0,0.0,0,0.0,0,0.0,0,0.0,0.015086814978379229,0.019049730391781546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-07-08,0.0069058402,0.008719825217440302,0,0.0,0,0.0,0,0.0,0,0.0,0.004595541,0.00580267034422377,0,0.0,0,0.0,0,0.0,0,0.0,0.018166392267509567,0.02293823284658455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2020-07-09,0.009819334,0.012398619730902283,0,0.0,0,0.0,0,0.0,0,0.0,0.006469107,0.008168373710759624,0,0.0,0,0.0,0,0.0,0,0.0,0.023057846181566633,0.029114544972115904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
