,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Day Prediction Mean,Trend 7Day Prediction Mean 100k,Trend 7Day Prediction Q25,Trend 7Day Prediction Q25 100k,Trend 7Day Prediction Q75,Trend 7Day Prediction Q75 100k,Trend 7Day Prediction Q5,Trend 7Day Prediction Q5 100k,Trend 7Day Prediction Q95,Trend 7Day Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2021-10-16,10.889341,4.332100434112363,5,1.9891472128069254,15,5.967441638420777,2,0.7956588851227702,26,10.343565506596013,12.680333,5.0446098612155765,6,2.3869766553683105,17,6.763100523543546,2,0.7956588851227702,30,11.934883276841553,,,,,,,,,,,24.0,,False,False,False
2021-10-17,5.1277666,2.039976607193239,2,0.7956588851227702,7,2.7848060979296956,0,0.0,13,5.1717827532980065,13.256741,5.273921851767227,6,2.3869766553683105,17,6.763100523543546,2,0.7956588851227702,30,11.934883276841553,,,,,,,,,,,2.0,,False,False,False
2021-10-18,9.496461,3.777971869567409,5,1.9891472128069254,12,4.773953310736621,1,0.3978294425613851,23,9.150077178911856,13.866737,5.516596502275206,7,2.7848060979296956,19,7.558759408666317,3,1.1934883276841552,32,12.730542161964323,,,,,,,,,,,3.0,,False,False,False
2021-10-19,20.73431,8.248718950198963,10,3.978294425613851,26,10.343565506596013,4,1.5913177702455403,45,17.902324915262326,14.512465,5.773485827376135,8,3.1826355404910807,20,7.956588851227702,3,1.1934883276841552,34,13.526201047087092,,,,,,,,,,,16.0,,False,False,False
2021-10-20,28.601458,11.378501949366182,15,5.967441638420777,36,14.321859932209861,6,2.3869766553683105,64,25.461084323928645,15.196253,6.04551678407006,8,3.1826355404910807,20,7.956588851227702,3,1.1934883276841552,35,13.924030489648477,,,,,,,,,,,27.0,,False,False,False
2021-10-21,23.46908,9.336690709460527,12,4.773953310736621,32,12.730542161964323,5,1.9891472128069254,54,21.482789898314795,15.92064,6.33369927527383,8,3.1826355404910807,21,8.354418293789086,3,1.1934883276841552,36,14.321859932209861,,,,,,,,,,,27.0,,False,False,False
2021-10-22,21.15773,8.41716828290373,11,4.3761238681752355,28,11.139224391718782,5,1.9891472128069254,46,18.30015435782371,16.688263,6.639082130277529,8,3.1826355404910807,21,8.354418293789086,3,1.1934883276841552,37,14.71968937477125,102.12140994262695,40.62690359105797,77.0,30.632867077226653,122.0,48.53519199248898,57.0,22.67627822599895,160.0,63.65271080982161,15.0,114.0,False,False,False
2021-10-23,15.996065,6.363705324474722,9,3.5804649830524653,22,8.752247736350471,3,1.1934883276841552,37,14.71968937477125,17.50204,6.962827319512144,9,3.5804649830524653,23,9.150077178911856,4,1.5913177702455403,39,15.515348259894019,106.9431135749817,42.545119259313864,82.0,32.622014290033576,127.0,50.5243392052959,60.0,23.869766553683107,165.0,65.64185802262854,24.0,114.0,False,False,False
2021-10-24,7.353763,2.9255434128572233,3,1.1934883276841552,10,3.978294425613851,1,0.3978294425613851,16,6.365271080982161,18.365017,7.30614410713315,10,3.978294425613851,25,9.945736064034627,4,1.5913177702455403,42,16.708836587578173,112.05138125610351,44.577338543348894,88.0,35.008990945401884,131.0,52.11565697554145,65.0,25.85891376649003,172.0,68.42666412055823,5.0,117.0,False,False,False
2021-10-25,13.189168,5.2470393711701035,7,2.7848060979296956,17,6.763100523543546,3,1.1934883276841552,31,12.332712719402938,19.28052,7.670358172617853,11,4.3761238681752355,26,10.343565506596013,5,1.9891472128069254,45,17.902324915262326,117.46517887115479,46.7311066306849,94.0,37.3959676007702,138.0,54.90046307347114,69.0,27.45023153673557,177.0,70.41581133336516,8.0,122.0,False,False,False
