countyID,LKType,LKName,probText,n_people
5334,StädteRegion,Aachen,-73.9,553922.0
7131,LK,Ahrweiler,-90.9,127770.0
9771,LK,Aichach-Friedberg,-97.6,130916.0
8425,LK,Alb-Donau-Kreis,-59.0,192104.0
16077,LK,Altenburger,-55.6,92344.0
7132,LK,Altenkirchen,-59.5,129171.0
15081,LK,Altmarkkreis,-90.4,86164.0
9171,LK,Altötting,-80.3,108485.0
7331,LK,Alzey-Worms,-94.1,127274.0
9361,SK,Amberg,-99.6,41861.0
9371,LK,Amberg-Sulzbach,-98.8,103568.0
3451,LK,Ammerland,-98.7,121435.0
15082,LK,Anhalt-Bitterfeld,-94.9,164817.0
9561,SK,Ansbach,-93.8,41159.0
9571,LK,Ansbach,-99.2,181314.0
9661,SK,Aschaffenburg,-84.6,68986.0
9671,LK,Aschaffenburg,-59.699999999999996,173695.0
9761,SK,Augsburg,-93.7,286374.0
9772,LK,Augsburg,-94.3,245600.0
3452,LK,Aurich,-50.1,189199.0
7133,LK,Bad,-77.8,156821.0
7332,LK,Bad,-98.8,132203.0
9173,LK,Bad,-80.5,124930.0
9672,LK,Bad,-76.9,103106.0
8211,SK,Baden-Baden,-86.7,54160.0
9461,SK,Bamberg,-98.3,73331.0
9471,LK,Bamberg,-56.7,145570.0
12060,LK,Barnim,-51.5,177411.0
14625,LK,Bautzen,74.8,306273.0
9462,SK,Bayreuth,-96.4,72148.0
9472,LK,Bayreuth,-99.0,104306.0
9172,LK,Berchtesgadener,-88.1,103907.0
6431,LK,Bergstraße,-84.5,266928.0
11001,SK,Berlin,-67.9,357637.0
11002,SK,Berlin,-80.9,272385.0
11003,SK,Berlin,-82.4,384810.0
11004,SK,Berlin,-77.3,308373.0
11005,SK,Berlin,-50.5,229577.0
11006,SK,Berlin,-83.1,284240.0
11007,SK,Berlin,-90.4,332821.0
11008,SK,Berlin,-75.8,320017.0
11009,SK,Berlin,-56.7,249754.0
11010,SK,Berlin,-81.2,256166.0
11011,SK,Berlin,-90.1,273455.0
11012,SK,Berlin,-98.0,250796.0
7231,LK,Bernkastel-Wittlich,-87.9,111828.0
8426,LK,Biberach,51.7,194019.0
5711,SK,Bielefeld,-72.3,333090.0
7134,LK,Birkenfeld,52.300000000000004,80615.0
7232,LK,Bitburg-Prüm,55.900000000000006,97180.0
5911,SK,Bochum,-82.0,364742.0
8435,LK,Bodenseekreis,-57.4,212201.0
5314,SK,Bonn,-82.8,318809.0
5554,LK,Borken,-90.3,369666.0
5512,SK,Bottrop,-65.9,117143.0
12051,SK,Brandenburg,-86.1,71574.0
3101,SK,Braunschweig,-79.5,251364.0
8315,LK,Breisgau-Hochschwarzwald,-97.1,257343.0
4011,SK,Bremen,-94.4,557464.0
4012,SK,Bremerhaven,-62.0,114025.0
15084,LK,Burgenlandkreis,-97.0,184081.0
8115,LK,Böblingen,-89.5,381281.0
15083,LK,Börde,-71.9,173473.0
8235,LK,Calw,62.2,155359.0
3351,LK,Celle,-97.3,177971.0
9372,LK,Cham,-96.8,126359.0
14511,SK,Chemnitz,-69.4,248645.0
3453,LK,Cloppenburg,-80.3,164734.0
9463,SK,Coburg,68.0,41257.0
9473,LK,Coburg,93.5,86599.0
7135,LK,Cochem-Zell,-85.6,62391.0
5558,LK,Coesfeld,-81.9,218401.0
12052,SK,Cottbus,-93.3,99687.0
3352,LK,Cuxhaven,-81.8,198103.0
9174,LK,Dachau,-99.6,149370.0
12061,LK,Dahme-Spreewald,-97.4,164528.0
6411,SK,Darmstadt,56.00000000000001,155353.0
6432,LK,Darmstadt-Dieburg,-66.8,292773.0
9271,LK,Deggendorf,-76.1,116596.0
3401,SK,Delmenhorst,-82.9,76323.0
15001,SK,Dessau-Roßlau,-83.4,82919.0
3251,LK,Diepholz,59.8,213976.0
9773,LK,Dillingen,-95.2,94575.0
9279,LK,Dingolfing-Landau,-91.5,94104.0
1051,LK,Dithmarschen,-89.1,132917.0
9779,LK,Donau-Ries,-99.6,131345.0
7333,LK,Donnersbergkreis,-98.6,75230.0
5913,SK,Dortmund,-81.1,586181.0
14612,SK,Dresden,54.50000000000001,543825.0
5112,SK,Duisburg,-98.9,491231.0
5358,LK,Düren,-83.7,262828.0
5111,SK,Düsseldorf,-92.9,612178.0
9175,LK,Ebersberg,65.3,137421.0
16061,LK,Eichsfeld,-77.3,101325.0
9176,LK,Eichstätt,-95.4,128805.0
16056,SK,Eisenach,-51.7,42417.0
12062,LK,Elbe-Elster,-65.69999999999999,104673.0
3402,SK,Emden,63.3,50694.0
8316,LK,Emmendingen,-77.9,162082.0
3454,LK,Emsland,-99.2,319488.0
5954,LK,Ennepe-Ruhr-Kreis,-85.6,325954.0
8236,LK,Enzkreis,-91.5,196066.0
9177,LK,Erding,-97.5,133747.0
16051,SK,Erfurt,-56.0,210118.0
9562,SK,Erlangen,-76.7,108336.0
9572,LK,Erlangen-Höchstadt,-82.0,134136.0
14521,LK,Erzgebirgskreis,-57.2,347665.0
5113,SK,Essen,-83.4,582624.0
8116,LK,Esslingen,-77.2,524127.0
5366,LK,Euskirchen,-97.0,191165.0
1001,SK,Flensburg,-78.8,85942.0
9474,LK,Forchheim,-72.9,114834.0
7311,SK,Frankenthal,-100.0,48363.0
6412,SK,Frankfurt,-66.3,732688.0
12053,SK,Frankfurt,-75.6,58092.0
8311,SK,Freiburg,-58.5,226393.0
9178,LK,Freising,-97.2,173225.0
8237,LK,Freudenstadt,-58.4,116233.0
9272,LK,Freyung-Grafenau,-97.2,78122.0
3455,LK,Friesland,-86.8,97900.0
6631,LK,Fulda,-93.0,220132.0
9179,LK,Fürstenfeldbruck,-95.9,213481.0
9563,SK,Fürth,-94.7,124171.0
9573,LK,Fürth,-80.2,114291.0
9180,LK,Garmisch-Partenkirchen,-65.6,87385.0
5513,SK,Gelsenkirchen,-89.2,260368.0
16052,SK,Gera,-90.8,96011.0
7334,LK,Germersheim,-99.0,127303.0
6531,LK,Gießen,-92.2,262505.0
3151,LK,Gifhorn,-74.8,174205.0
3153,LK,Goslar,-89.7,138236.0
16067,LK,Gotha,-93.0,136831.0
3456,LK,Grafschaft,-72.7,135662.0
16076,LK,Greiz,-98.5,101114.0
6433,LK,Groß-Gerau,-92.7,266042.0
8117,LK,Göppingen,61.7,252749.0
14626,LK,Görlitz,52.5,260000.0
3159,LK,Göttingen,55.7,329538.0
9774,LK,Günzburg,-91.3,123153.0
5754,LK,Gütersloh,-87.3,360642.0
5914,SK,Hagen,-90.2,189044.0
