,Raw Prediction Mean,Raw Prediction Mean 100k,Raw Prediction Q25,Raw Prediction Q25 100k,Raw Prediction Q75,Raw Prediction Q75 100k,Raw Prediction Q5,Raw Prediction Q5 100k,Raw Prediction Q95,Raw Prediction Q95 100k,Trend Prediction Mean,Trend Prediction Mean 100k,Trend Prediction Q25,Trend Prediction Q25 100k,Trend Prediction Q75,Trend Prediction Q75 100k,Trend Prediction Q5,Trend Prediction Q5 100k,Trend Prediction Q95,Trend Prediction Q95 100k,Trend 7Week Prediction Mean,Trend 7Week Prediction Mean 100k,Trend 7Week Prediction Q25,Trend 7Week Prediction Q25 100k,Trend 7Week Prediction Q75,Trend 7Week Prediction Q75 100k,Trend 7Week Prediction Q5,Trend 7Week Prediction Q5 100k,Trend 7Week Prediction Q95,Trend 7Week Prediction Q95 100k,RKI Meldedaten,RKI 7Day Incidence,is_nowcast,is_high,is_prediction
2020-03-31,1.9158894,1.9954894014517777,1,1.041547322702607,3,3.124641968107821,0,0.0,6,6.249283936215642,1.7701923,1.843738937168382,0,0.0,3,3.124641968107821,0,0.0,6,6.249283936215642,,,,,,,,,,,0.0,,False,False,False
2020-04-01,2.504302,2.608349132060539,1,1.041547322702607,4,4.166189290810428,0,0.0,7,7.2908312589182485,1.8762687,1.9542227164492942,0,0.0,3,3.124641968107821,0,0.0,6,6.249283936215642,,,,,,,,,,,4.0,,False,False,False
2020-04-02,2.8327959,2.9504908525268547,1,1.041547322702607,4,4.166189290810428,0,0.0,8,8.332378581620857,1.9905379,2.07323937502224,1,1.041547322702607,3,3.124641968107821,0,0.0,6,6.249283936215642,,,,,,,,,,,8.0,,False,True,False
2020-04-03,2.6161444,2.7248383048572578,1,1.041547322702607,4,4.166189290810428,0,0.0,7,7.2908312589182485,2.1137185,2.201537790824659,1,1.041547322702607,3,3.124641968107821,0,0.0,6,6.249283936215642,,,,,,,,,,,2.0,,False,False,False
2020-04-04,1.9819957,2.0643423340516165,1,1.041547322702607,3,3.124641968107821,0,0.0,6,6.249283936215642,2.2465992,2.339939419471193,1,1.041547322702607,3,3.124641968107821,0,0.0,6,6.249283936215642,,,,,,,,,,,0.0,,False,False,False
2020-04-05,1.538619,1.6025445802370086,0,0.0,2,2.083094645405214,0,0.0,5,5.207736613513035,2.3900366,2.4893362933653407,1,1.041547322702607,3,3.124641968107821,0,0.0,7,7.2908312589182485,,,,,,,,,,,0.0,,False,False,False
2020-04-06,1.8738856,1.9517405235092156,1,1.041547322702607,3,3.124641968107821,0,0.0,5,5.207736613513035,2.544984,2.6507213988224976,1,1.041547322702607,4,4.166189290810428,0,0.0,7,7.2908312589182485,,,,,,,,,,,1.0,15.0,False,False,False
2020-04-07,3.2002559,3.333218046464026,1,1.041547322702607,4,4.166189290810428,0,0.0,9,9.373925904323464,2.7124834,2.825179763021879,1,1.041547322702607,4,4.166189290810428,0,0.0,7,7.2908312589182485,14.43,15.02952786659862,10.0,10.41547322702607,19.0,19.789399131349533,6.0,6.249283936215642,28.0,29.163325035672994,3.0,18.0,False,False,False
2020-04-08,3.9963512,4.162389086559415,2,2.083094645405214,6,6.249283936215642,0,0.0,10,10.41547322702607,2.8936837,3.013908462889958,1,1.041547322702607,4,4.166189290810428,0,0.0,8,8.332378581620857,15.362,16.000249971357448,11.0,11.457020549728677,20.0,20.83094645405214,6.0,6.249283936215642,28.0,29.163325035672994,2.0,16.0,False,False,False
2020-04-09,4.5965996,4.787576108356006,2,2.083094645405214,6,6.249283936215642,0,0.0,12,12.498567872431284,3.0898418,3.218216443201527,1,1.041547322702607,5,5.207736613513035,0,0.0,9,9.373925904323464,16.399,17.080334545000053,12.0,12.498567872431284,21.0,21.872493776754744,7.0,7.2908312589182485,29.0,30.204872358375603,9.0,17.0,False,False,False
2020-04-10,4.1117578,4.28259045293089,2,2.083094645405214,6,6.249283936215642,0,0.0,10,10.41547322702607,3.3023517,3.4395554393995553,1,1.041547322702607,5,5.207736613513035,0,0.0,9,9.373925904323464,17.498,18.22499505265022,13.0,13.540115195133891,23.0,23.95558842215996,7.0,7.2908312589182485,31.0,32.287967003780814,0.0,15.0,False,False,False
